5000 3000
74 1309 -0.323595
74 1922 0.690890
74 2094 -0.649808
77 163 0.205785
77 319 0.952673
77 611 -0.459434
77 1762 0.654023
77 2115 0.147815
77 2154 0.892638
77 2172 0.018513
78 55 -0.811648
78 437 2.216645
79 1079 0.152019
79 1902 0.011989
79 1949 -0.087514
79 2505 0.354559
79 2978 -0.006802
80 1953 1.406675
81 332 0.401004
83 2626 0.837042
84 856 0.031575
84 1002 -0.435073
84 2425 0.222121
84 2657 -1.079675
84 2693 -0.350163
85 45 -0.044883
85 457 -0.180884
85 1256 -0.155357
89 349 -0.029963
89 465 0.021726
90 53 0.035154
90 236 0.008260
90 2074 0.013918
90 2272 -0.010395
93 1562 -0.478450
93 1593 0.211817
96 490 0.491130
96 986 0.523056
96 2770 0.540470
97 758 0.196928
97 1011 -0.134038
97 2112 -0.203058
98 250 -1.282309
98 267 -0.039169
98 402 -0.666648
98 431 0.884018
98 1812 0.430081
98 2480 0.700546
98 2955 0.133540
99 443 0.486823
99 1367 0.477010
102 229 -0.102366
102 898 -0.054620
102 908 -0.117027
102 1281 0.025722
102 1548 -0.109648
102 2601 0.130255
103 928 -0.484489
103 1721 0.043817
103 2861 -0.260128
103 2997 -0.011714
106 1349 -0.022623
106 1558 0.031365
106 2388 -0.257729
107 294 -0.172983
107 642 -0.066599
107 1609 0.013321
107 1965 -0.299085
108 1070 1.578900
108 1090 -0.460925
108 1774 0.337432
108 2493 0.364660
108 2689 0.432549
109 716 0.315757
109 970 0.304778
109 1296 0.720417
109 1867 0.909024
109 2786 -0.284025
112 181 0.177362
112 1280 -0.198174
112 1442 0.002602
112 1789 -0.105132
112 2133 0.852888
112 2409 0.013978
112 2904 0.353560
113 358 0.345027
113 1177 0.027172
113 1180 0.276499
114 1618 -0.449210
114 2340 -0.343454
118 1478 -0.022384
120 363 0.102694
120 834 0.104292
120 1306 0.112431
120 1339 0.033612
120 2145 0.034422
120 2333 0.033687
120 2620 -0.061785
122 2317 0.210311
122 2495 0.233670
123 1298 0.215236
123 1402 -0.343993
123 2084 -0.988856
123 2484 -1.439698
123 2742 -0.812670
123 2778 -0.253133
123 2869 0.482590
123 2965 -0.542933
124 59 -0.390499
124 483 0.766097
124 739 -0.326314
124 1824 1.224193
124 2396 0.091386
124 2852 -0.586737
125 273 1.943847
125 347 0.147508
125 1283 0.895867
125 2527 -0.371877
125 2667 0.027107
125 2782 -0.036851
126 495 -0.409346
126 623 -0.052395
126 763 -0.101175
128 1028 -0.239904
128 1859 -0.253741
129 354 -0.348633
129 1010 -0.351174
129 1115 -0.176232
129 2231 0.646956
129 2361 0.044785
130 357 -0.121104
130 1267 0.581089
130 1507 -0.181865
130 1514 0.302775
130 1868 0.073569
130 1910 0.551023
130 2062 0.778058
130 2098 -1.068211
130 2790 -0.146717
131 1850 -0.040704
131 1952 -0.759777
131 2534 -0.605261
131 2769 0.752322
131 2844 0.749837
131 2908 0.657896
134 222 1.047917
134 725 0.331269
134 912 0.741079
134 1822 0.419423
134 1902 0.463281
136 602 0.449259
138 456 -0.299764
138 786 0.484791
138 1244 -1.258540
138 2019 0.001544
138 2139 1.456065
138 2152 0.321283
138 2264 -0.046954
138 2266 -0.034342
141 958 -0.016342
141 1227 0.034087
143 361 0.229597
146 85 0.044489
146 166 0.120591
146 990 0.043498
146 1299 1.142244
146 1534 -0.236773
146 1597 -0.097201
146 2228 -0.501084
146 2266 -0.250066
148 709 -0.058515
148 1460 -0.378550
148 1925 -0.090290
148 2062 -0.151551
148 2386 0.074076
148 2583 0.367076
149 324 -0.246509
151 533 0.184991
151 625 -0.730654
151 869 0.697894
151 944 0.895558
151 1089 0.947411
151 1412 -0.791104
151 2440 0.676153
151 2651 0.490448
151 2998 -0.329477
152 2296 0.550357
152 2645 0.564739
154 65 -0.564706
154 122 -0.234585
154 810 -0.423198
154 1338 1.391300
154 1502 1.629972
154 1582 0.224109
154 2485 -0.043924
154 2543 2.057902
154 2680 0.686672
154 2995 -0.766385
157 570 0.155395
157 782 -0.135815
157 982 2.212489
157 1894 0.496843
157 2685 -0.154535
159 75 0.539471
159 836 -0.180884
159 1006 -0.894649
159 1393 -2.034396
159 1944 -1.309157
159 2067 -0.972316
159 2292 -0.366623
159 2477 -0.094083
160 195 -1.198969
160 1299 -0.307948
160 2786 -0.874200
160 2906 0.818766
161 536 -0.130456
161 659 -0.099492
161 982 -0.218229
161 1163 0.368061
161 1806 -0.067737
161 2493 0.188520
161 2504 -0.486898
163 157 -0.101196
163 819 -0.191202
163 930 0.015153
163 959 0.540931
163 1032 -0.114359
163 1427 0.086760
163 1560 -0.118217
163 1806 0.012929
163 1951 -0.388102
163 2041 0.070617
163 2314 0.068658
163 2491 -0.050857
164 700 -2.642509
164 1600 -0.571904
164 1962 1.572044
165 185 -2.423684
165 597 0.412751
165 1096 0.255363
167 1253 0.447791
167 1530 0.309203
167 2443 0.322548
167 2576 0.790108
168 882 0.014869
168 969 -0.383251
168 1500 0.010160
168 1885 0.976048
168 2924 -0.043284
170 1674 0.221829
172 995 -0.936586
172 1371 0.198657
172 2305 1.730277
173 328 -0.008775
173 1307 -0.341667
173 2458 -0.014848
174 348 0.041860
174 536 0.259932
174 759 0.655254
174 1157 0.430558
174 1869 0.113010
174 2710 -0.327435
174 2787 -0.255926
175 112 -0.026975
175 159 -0.330686
175 309 -0.277238
175 405 -0.560650
175 1029 -0.091257
175 1307 0.113751
175 1575 -0.636804
175 2810 -0.147309
177 102 -0.414260
177 185 -0.277322
177 2597 -0.799614
177 2746 -0.354745
178 771 0.355295
178 1847 -0.795593
178 1919 0.448007
178 1965 0.439168
178 1994 0.110523
178 2499 1.186230
178 2814 0.791957
180 99 -0.227685
180 591 -0.565923
180 1643 -0.045950
180 1706 0.391257
180 1914 -0.147705
180 2325 0.103510
180 2958 0.240611
181 317 0.806968
181 815 -0.407214
181 2185 -0.764585
181 2314 -1.510247
182 590 0.045741
182 1006 -0.041374
182 1721 0.052516
182 2119 0.753656
182 2372 -0.019618
182 2670 -0.098092
183 1845 -0.487797
183 1953 -1.192548
183 2695 -1.020343
183 2911 -1.232683
184 292 1.555680
184 1490 0.515027
184 1507 -0.150263
184 1595 0.000328
184 2028 0.178903
184 2377 0.501415
184 2658 -0.226220
184 2973 0.002139
186 598 -0.070196
186 607 -0.057336
186 748 -0.363444
186 931 0.020383
186 1305 0.132834
186 1518 0.004422
186 1672 0.276159
186 1702 -0.007405
186 1893 -0.010201
186 2448 -0.157522
186 2497 1.153197
186 2712 -0.024195
188 732 0.149974
188 839 -0.096349
188 2452 -0.248831
190 687 -0.002044
190 892 -0.035388
195 302 0.028407
195 1722 0.731079
195 2022 -0.200658
196 924 -0.275643
198 369 -0.113372
198 409 -0.283188
198 542 1.135950
198 1055 0.752545
198 1409 0.734766
198 2033 0.329291
200 82 -1.146816
200 1376 -0.177084
200 1509 -0.010428
209 129 -1.111214
209 392 0.243206
209 610 -0.116615
209 1651 0.645106
211 31 0.058696
211 591 0.044825
211 786 -0.139296
211 834 0.222669
211 2524 0.069164
212 924 0.607905
212 2059 -0.258028
212 2455 -0.060937
213 1661 0.036788
213 2639 0.443848
215 1774 -0.292504
215 2524 0.867918
216 457 1.035491
216 591 0.121543
216 922 0.283199
216 2776 0.248919
216 2953 0.361020
220 76 -0.986439
220 185 -0.530983
220 430 0.122579
222 337 -0.304241
222 779 0.609096
222 1174 -0.805244
222 1521 1.026702
222 1687 -0.295628
222 2074 -1.247457
222 2570 -1.382704
225 365 -0.048405
225 1180 -0.019362
225 1806 -0.144038
228 788 0.629649
228 1135 -0.325237
228 2234 0.763795
228 2597 0.923729
229 53 -2.521524
229 2312 -0.009287
230 334 0.073429
230 1002 0.081960
230 1300 -0.113357
230 1675 0.259846
230 1997 -0.308282
230 2629 0.040414
231 965 -0.789426
231 1342 0.184860
231 1917 0.222806
232 1017 -0.309328
232 1432 -0.171559
232 1992 -0.815157
235 365 -0.433700
235 1043 -0.416075
235 1724 0.518465
235 2229 -0.414292
235 2326 0.232486
235 2841 0.537530
237 41 -0.153266
237 1435 -1.634988
237 2057 -0.307539
237 2063 1.001930
237 2479 0.410380
237 2868 -1.159559
238 794 0.672650
238 1423 -0.397901
238 1846 -1.320022
239 1537 0.436369
239 2447 0.056302
240 501 1.073162
242 1399 0.085853
242 2341 -0.020048
243 1074 -0.416871
243 1272 -0.263500
243 2175 0.092260
243 2522 0.209300
243 2723 -0.036067
243 2869 0.266568
244 1431 0.137974
246 281 -0.098006
246 525 0.083763
246 2111 -0.160556
246 2275 -0.857328
247 718 0.121685
247 1563 0.641915
247 1654 0.209671
247 2533 0.291894
247 2968 0.329759
248 57 0.230657
248 610 0.049379
248 908 1.441437
248 1558 0.710686
248 1879 -0.553003
248 2558 1.646879
249 843 -0.103466
249 1053 -0.187483
249 1333 0.113813
249 1387 0.369112
249 1409 -0.109071
249 1839 0.611359
249 1898 -0.241502
251 115 0.584513
252 264 -1.113793
252 841 1.669951
252 2573 0.216556
253 25 0.571356
253 886 -0.968403
253 1347 -0.782234
253 1401 -0.904071
253 1470 0.048249
253 1713 1.426908
253 2364 0.199108
256 138 -0.151029
256 1762 -0.216154
256 1954 0.077316
257 160 -0.293603
257 288 -0.062571
257 815 0.197715
257 1460 0.114403
257 1707 1.244438
257 2747 0.865242
259 861 2.556910
259 2686 -1.276535
260 20 -0.211640
260 1266 -0.061316
260 2243 -0.168738
260 2745 0.071071
261 1174 -0.690423
261 1259 -0.167466
261 1436 1.060182
261 1607 -0.307648
261 1760 -0.192312
261 1823 -0.381602
261 2269 0.392503
261 2615 0.122542
261 2711 -0.177207
261 2881 0.718623
262 2423 -0.355675
262 2596 0.474567
263 1292 -0.819771
263 2387 0.062710
263 2921 0.165394
265 403 0.026515
265 735 0.071796
265 1966 -0.114692
265 2033 0.224093
265 2579 -0.169851
265 2589 0.076871
267 373 0.437439
267 663 -0.178099
267 706 -0.165528
267 2995 0.128736
268 89 -0.883021
268 1814 1.005049
268 1949 -0.755083
268 2677 1.029691
268 2730 0.131667
269 238 0.491968
269 513 0.450090
269 561 -1.649213
269 751 0.140166
269 1256 -0.070553
269 1480 -0.308443
269 1568 0.880645
269 1615 -0.049620
269 1703 -0.079624
269 1762 1.034287
269 1916 0.110949
269 2155 -0.009469
269 2297 -0.091611
269 2410 0.023670
269 2522 -0.006779
269 2739 0.163379
269 2759 -0.031968
271 422 0.361917
271 523 0.107927
271 1150 -0.082403
271 2205 -0.140753
272 256 0.199008
272 460 0.583883
272 716 -0.636326
272 2316 0.023721
273 290 -0.696501
273 1235 -0.168279
273 1384 0.381965
273 2689 -0.250713
273 2975 -0.775533
274 575 0.405749
274 985 0.196833
275 534 0.109512
275 1145 -0.331784
275 2197 2.332938
276 441 0.133223
276 621 -1.070131
276 678 0.149134
276 2831 1.111838
279 3 0.119723
279 42 -0.488834
279 541 -1.104216
279 550 0.423317
279 1420 0.243724
279 1441 0.656931
279 2033 0.735974
279 2085 -0.524496
279 2148 -0.586574
281 587 -0.169071
281 1614 -0.200790
281 1767 -0.412638
281 2046 -0.616144
281 2423 0.929163
283 834 0.422551
283 1399 1.182713
283 1475 -0.483442
284 908 0.068955
284 2051 0.711137
286 629 2.182292
286 2222 0.157667
288 202 0.251250
288 2694 0.798758
288 2834 -0.367429
289 1061 0.782398
289 1085 -0.590813
289 1450 -0.045385
289 2780 0.308604
290 1626 -0.302768
290 1913 0.161766
290 2063 0.956811
295 15 0.203760
295 129 0.669635
295 930 -0.147793
295 2368 -0.746916
295 2439 0.322263
297 451 -1.332601
297 1157 0.261953
297 1325 0.532547
297 2078 -0.593560
297 2401 -0.321821
298 89 0.282706
298 467 -0.403833
298 619 0.218592
298 732 -0.227933
298 1098 0.282977
298 1655 -0.213052
298 1767 -0.076274
298 1800 0.505973
298 2043 -2.140883
298 2344 0.141453
298 2489 0.220210
298 2672 0.012970
298 2883 -1.000741
300 1066 -0.653845
300 2662 0.051060
301 65 0.067626
301 758 0.014745
301 803 0.002641
301 1219 -0.012807
302 6 0.006828
302 614 0.014333
302 1296 0.015349
302 1685 0.005812
302 1787 0.023919
302 1972 0.006490
302 2354 -0.469254
302 2356 0.324665
303 67 -0.002548
303 387 -0.018603
303 2093 -0.005293
303 2635 0.028384
305 477 1.250488
305 1989 0.206320
305 2070 -0.036042
305 2177 -0.101696
307 31 0.889277
307 262 -1.090757
307 860 -0.267645
307 1615 0.304614
307 2562 0.501392
307 2921 0.295603
310 248 -0.414636
310 418 -0.308155
310 1022 -0.072678
310 1048 -0.779124
310 1463 -0.299250
310 1751 -0.318126
310 2060 -0.131638
310 2357 -0.603528
310 2514 -0.321514
310 2720 -0.278015
317 34 -0.929600
317 399 0.052587
317 513 0.290431
317 703 0.206063
317 1013 -1.103087
317 1537 0.977316
317 1746 0.250555
317 1938 2.034817
317 1968 -1.170827
317 2009 -0.080031
317 2143 0.382895
317 2436 0.784794
317 2613 0.645850
320 125 -0.241691
320 460 0.136241
320 581 -0.599547
320 1371 -0.344541
320 1416 0.385346
320 1474 -0.377825
320 2400 0.641143
323 465 0.445854
323 739 0.061795
323 1372 -0.968305
323 1812 0.269603
324 435 -0.176493
324 1322 -0.312634
324 1486 -0.361121
325 2463 0.209711
326 337 -0.043126
326 1957 0.052782
330 1082 0.688941
330 1330 0.052705
330 1605 -0.332902
330 1947 -0.330323
330 2588 0.054149
332 595 -0.471920
332 846 -0.887358
332 1121 -0.058890
332 1318 0.008979
332 1584 0.034729
332 1901 -0.374983
332 2440 0.186270
333 162 0.245000
333 548 0.539940
333 964 -0.002438
333 2167 -0.370874
333 2398 -0.371222
333 2577 -0.667338
334 1013 -0.009257
334 1675 -0.111081
334 2554 1.201507
334 2771 0.063801
336 108 -0.191503
336 630 0.012618
336 764 0.183218
336 1104 0.108503
336 1584 0.051338
337 2635 0.125397
338 271 0.942678
338 330 0.501972
338 1862 -0.370647
339 13 -0.184492
339 48 -0.657055
339 186 -0.030336
339 317 -0.077718
339 366 0.967924
339 864 -0.077861
339 1688 0.472234
339 1751 -0.215987
340 64 -0.012403
340 322 -0.047145
340 338 -0.001072
340 1360 0.065411
341 28 -0.545864
341 55 -0.467402
341 258 0.325263
341 302 0.006833
341 1440 -0.492760
341 1722 0.175850
341 1943 0.829727
341 1969 1.208628
341 2345 -0.495300
341 2541 0.351950
342 148 0.106130
342 1564 -0.083472
343 540 0.006990
343 1580 -0.033363
343 2339 0.071774
344 147 -0.128825
344 463 -0.191333
344 510 -0.709811
346 509 -0.024640
346 527 -0.040158
346 597 -1.634688
346 916 -0.138416
346 2187 -0.821421
346 2457 0.107667
346 2590 -0.066414
346 2912 -1.295809
349 1631 -0.096730
349 2096 0.089290
349 2401 -0.051195
349 2569 0.042496
351 471 -0.104076
351 1054 0.039315
351 1439 -0.104694
351 1553 0.062387
351 2833 -0.102568
352 1266 0.262772
352 1326 -0.641268
352 2218 0.747380
352 2519 0.450988
352 2765 0.833704
353 126 0.227316
353 266 -0.729360
353 644 -0.143115
353 789 0.102753
353 1033 -0.171671
353 2169 0.064851
354 90 -0.788166
354 566 0.297828
354 1459 -0.660693
354 1805 -1.162168
354 2415 -0.236939
355 298 1.131795
355 2697 -1.172558
355 2811 0.958603
356 338 0.127714
356 533 -0.987812
357 703 -0.036027
357 802 0.260266
357 1007 -0.263524
357 2554 0.100303
357 2679 -0.370757
364 413 0.232920
364 1634 -1.822699
364 1671 0.641860
364 2182 -1.098881
364 2267 0.308211
364 2379 0.871097
364 2392 0.087601
364 2662 0.031274
364 2674 0.409841
364 2783 1.533998
365 21 0.494976
365 2998 0.128642
366 1452 -0.002210
366 2829 0.003387
367 2481 -0.336258
367 2637 -1.333540
367 2816 -0.301784
369 533 -0.496790
369 1309 -0.239740
370 726 -0.136302
370 778 -0.543971
370 1702 -0.109492
370 2252 -0.641759
379 29 0.236630
379 149 0.145990
379 781 -0.372095
379 1279 0.143005
379 1921 -0.218547
379 2076 -0.226642
379 2368 0.177300
379 2901 1.041156
381 494 0.019009
381 975 0.592937
382 101 -0.916582
382 550 1.070503
382 2021 0.187238
382 2148 -0.263725
382 2307 -0.613625
382 2465 -0.010470
384 453 -0.177581
384 1319 0.604878
384 2245 0.413599
386 1017 -0.350409
386 1130 0.665365
386 1432 -0.194343
386 1992 -0.923418
387 1034 0.075991
387 1421 0.166899
387 1896 0.080848
387 2162 -0.023253
387 2573 -0.137939
387 2856 0.027169
390 1064 0.704704
390 1300 0.166675
390 1408 -0.319820
390 2685 0.455806
390 2848 0.630683
391 619 0.550275
391 1296 0.554875
392 491 0.229667
392 791 0.314152
392 1565 -0.228036
392 2334 0.116723
392 2672 0.574723
393 438 -0.602583
393 1918 -0.269146
393 2813 0.183752
393 2839 -0.100619
401 589 -0.587296
404 236 0.613409
404 898 1.099476
404 1129 -0.458996
404 1487 -0.986068
405 956 -0.488381
405 1926 0.658838
405 2556 0.307735
406 832 0.208850
406 1085 0.286974
406 2020 0.546712
406 2293 0.401218
408 35 0.171063
408 427 -0.236018
408 1975 -0.338835
408 2531 0.368534
410 25 -1.988344
410 113 1.356288
410 672 1.461169
410 2464 0.676568
412 266 -0.132277
413 2864 0.710651
414 158 -0.469514
414 612 -0.834766
414 1086 0.097244
414 1209 0.076205
414 1652 0.713098
414 1684 0.113910
414 2860 0.073647
415 2503 0.157757
415 2705 -0.356377
416 686 -0.514212
416 2558 -0.860499
416 2587 -0.360650
417 168 0.592640
417 292 -0.036160
417 295 -0.058893
417 342 0.147454
417 738 -0.104120
417 1360 -0.009627
417 1679 0.033479
417 1959 -0.611040
417 1960 0.066654
417 2162 -0.060400
417 2422 -0.011231
417 2628 -0.037692
417 2766 0.070631
417 2930 0.005440
419 464 0.320516
419 539 -0.028403
419 662 -0.418766
419 1749 -0.349448
419 2651 -0.011306
419 2762 -0.083799
421 495 0.690525
421 819 -0.551806
421 1191 0.106290
421 2348 -0.008471
421 2686 0.921118
421 2863 -0.234813
421 2931 0.103658
422 998 -0.025289
422 1583 0.050387
422 1777 -0.022373
422 1793 -0.024787
422 1959 0.036140
422 2415 -0.021201
422 2475 0.005433
423 1192 0.866102
423 1204 -1.400193
423 2009 -2.415172
423 2416 -0.393241
423 2513 -1.535256
423 2844 0.938534
424 513 0.711703
424 746 -0.149642
424 847 1.020537
424 983 -0.136472
424 1562 -1.082400
424 1606 0.030070
424 1624 -0.278596
424 2582 0.119443
424 2593 0.663925
424 2893 0.748715
426 1487 0.484366
426 2266 0.556551
426 2979 0.495706
427 286 1.451324
427 698 1.454864
427 822 -1.482561
427 1009 -0.255419
427 1300 -0.101514
427 1652 -0.602440
427 2024 1.202137
427 2200 1.875192
427 2561 -0.557929
429 927 -0.025435
429 945 0.019627
429 958 -0.487850
429 1154 0.014489
429 1173 -0.003787
429 1227 1.017598
429 1258 -0.036634
429 1319 -0.063469
429 1428 -0.035097
429 1530 -0.020140
429 1781 0.011014
429 1949 -0.006110
429 2268 0.095936
431 367 0.020049
431 646 -0.033076
431 1275 -0.034862
431 2198 0.014683
431 2516 -0.009526
431 2992 -0.025562
433 628 0.304859
433 972 -0.045152
433 1096 -0.037101
433 1466 0.109643
433 2420 -0.252361
434 1036 -0.330177
434 2481 0.130775
434 2514 0.904003
434 2838 0.003033
435 916 -0.060044
435 2183 -0.001653
435 2501 0.275441
437 902 0.196557
437 1241 -0.099993
437 1700 0.255015
437 2007 -0.034646
437 2271 1.040264
437 2288 -0.115275
439 1397 0.025428
439 2093 -0.103768
442 155 -1.201698
442 394 -0.129144
442 680 0.520257
442 2784 0.867177
443 232 -0.115002
443 385 0.014399
443 781 -0.735940
443 1228 -0.159705
443 1598 -1.303141
443 2850 -0.041032
444 902 0.163349
444 2271 0.864513
444 2288 -0.095800
445 1248 -0.311734
445 1323 -0.343625
445 1519 0.080931
445 2440 0.031075
445 2727 -0.171168
447 347 0.439076
447 1948 -0.704203
448 13 0.406168
448 518 0.595317
448 930 0.382405
448 1184 -0.106912
449 1282 -1.149677
449 1492 -0.122606
449 1643 -0.597890
449 2124 0.208275
449 2735 -2.451532
450 889 -0.431719
450 2994 -0.375321
451 282 -0.617625
451 492 -0.066114
451 1045 -1.283947
451 1315 -0.060342
451 1420 -0.461538
451 1485 0.665565
454 195 -0.264666
454 311 0.234150
454 684 -0.001240
454 1111 -0.107472
454 1678 -0.134661
454 1732 -0.000438
454 2312 -0.316235
455 253 0.513996
455 566 -0.719399
455 842 -0.433491
455 995 -0.725434
455 1354 -0.514074
455 1605 -0.412368
455 1763 -0.112482
455 2700 -0.094303
457 28 -0.024847
457 87 0.043259
457 421 0.257303
457 485 0.117889
457 1289 0.194910
457 1607 -0.429540
457 1675 0.385736
457 1903 -0.385153
457 2057 -0.902665
457 2346 0.233708
459 38 -0.304365
459 54 0.141734
459 138 0.151668
459 736 -0.011861
459 1330 -0.692999
459 1910 -0.327273
459 2616 0.461899
460 691 -1.004248
460 943 -0.315700
460 944 -0.283944
460 1572 -0.946363
460 2362 -0.367853
460 2727 -0.136758
460 2803 0.483964
460 2980 0.288523
461 878 -1.138018
461 879 -0.202177
461 1027 0.462100
461 1476 -0.788645
461 1928 -0.051169
461 2830 -0.783058
463 199 0.528154
463 817 -0.580586
463 1236 -0.892886
463 2116 0.145529
463 2845 -0.259101
464 459 -0.145830
464 1529 0.124774
464 1589 0.162645
464 1918 0.275893
466 630 -0.308024
466 1519 1.118933
466 1542 0.635324
466 2581 -0.290738
467 1267 0.519805
467 1514 0.270843
467 1868 0.065810
467 2098 -0.955553
468 126 -0.101928
468 415 -0.324942
469 183 0.409488
469 383 -0.431848
469 1285 0.104088
469 2131 0.036795
469 2466 -0.197279
469 2643 -0.519025
471 2738 -1.314660
472 2924 -0.895572
473 100 0.559333
473 597 -0.018028
473 1473 -0.007168
473 1954 -0.612852
473 2446 -0.238877
474 115 -0.162524
474 2014 0.228319
476 540 -0.038789
476 646 -0.304325
476 729 -0.374854
476 1119 -0.245367
476 1427 -0.058844
476 1722 -0.048067
476 2117 0.146821
476 2156 0.123355
476 2448 -0.324908
476 2462 -0.082365
476 2755 -0.205020
477 864 -1.025327
477 1082 -0.259289
477 1385 -0.459478
477 2134 0.315193
477 2953 -0.730556
479 12 -0.216716
479 172 0.060585
479 264 0.117374
479 375 -0.118000
479 690 -0.087015
479 1048 0.049494
479 1229 0.764889
479 2866 0.335685
481 38 -0.374271
481 198 -0.006126
481 290 -0.369177
481 2407 -0.013889
481 2537 0.505942
481 2605 -1.168968
481 2879 -0.671881
482 196 0.639622
482 568 -0.012101
482 1243 -0.369418
482 1652 0.292671
482 1679 0.105350
482 2011 0.076383
482 2641 0.305926
482 2667 -0.699149
485 1726 -0.473657
485 2036 -0.206200
485 2086 -0.122720
485 2112 0.125293
485 2222 0.454104
485 2383 0.015819
485 2696 -0.272283
486 56 0.002769
486 785 -0.013912
486 1876 0.003780
486 2911 -0.005046
487 925 1.264780
487 1370 1.351805
488 1744 0.033080
488 2108 -0.091354
491 665 -0.114642
491 684 -0.109639
491 1415 -0.286770
491 1649 -0.068816
492 31 -0.331165
492 267 0.224757
492 1518 -1.720224
492 1855 -0.365168
492 2570 -0.086615
492 2936 -0.781681
493 71 -0.858062
493 499 -0.928919
493 985 -0.485520
493 1034 1.574391
493 1116 0.054554
493 1141 -0.041846
493 1829 0.408002
493 2531 -0.148151
493 2559 -0.621306
493 2925 0.135136
495 56 -0.407917
495 199 0.834900
495 473 0.349964
495 710 -0.098328
495 875 -0.438127
495 1036 0.877343
495 1441 0.781670
495 1700 -0.392072
495 1918 -0.609872
495 2806 0.026966
501 1146 -0.615366
501 2497 0.187032
501 2861 0.706452
503 202 0.196763
503 854 -0.146789
503 2043 0.070189
505 629 -0.316966
505 1929 -0.711338
505 2761 0.273233
