10000 10000
317 8652 1.427500
319 9696 -0.375000
320 559 0.669200
320 6968 -0.161200
320 8633 0.539900
321 7467 -0.593800
322 1059 0.955500
322 9506 -1.700800
323 2368 0.583000
324 3482 -1.282200
325 547 -0.486100
325 5431 -0.913300
326 4907 -1.323300
326 6030 -0.571700
328 7949 0.860900
329 3921 -0.422200
329 9854 -0.344100
330 9890 0.179300
331 8147 1.499200
331 8538 -0.955000
332 221 0.597400
332 1949 -0.757700
332 8061 -1.824500
333 5056 -0.639200
333 8713 -0.758600
336 3422 1.739300
336 5983 -0.314300
337 7549 -0.383200
338 2799 0.301600
338 6163 0.473700
339 6726 1.384800
339 7657 1.138400
339 8328 0.606000
340 662 1.300400
340 5812 -1.186400
342 6206 -1.146600
342 6559 0.821600
342 9309 -0.503700
343 410 0.301500
343 2131 -0.943400
343 6967 1.324400
344 8118 -1.360000
345 2652 -1.389600
347 5802 -0.351900
349 9306 0.559500
350 5540 -0.574200
351 7517 0.165700
352 474 0.604900
352 4675 0.145200
352 5113 0.753500
352 9989 -0.000900
353 3884 1.015600
354 4396 1.155500
354 8763 0.256300
355 6920 -0.815600
356 367 1.973600
356 1959 0.505600
357 7451 -0.904900
358 302 -0.867000
358 6063 1.529000
359 2095 1.149600
360 4405 0.403600
361 2712 0.817000
361 2947 0.295600
361 6100 -1.184900
362 9176 1.274300
364 842 -2.236500
364 2022 0.557600
365 2277 -0.549000
365 3499 3.013800
366 6992 2.194300
367 6004 -1.228400
369 1741 0.866900
370 7782 0.254400
370 8335 2.313600
372 9780 0.955200
373 2285 -1.417500
374 371 0.694000
374 717 1.044600
374 4057 0.161200
374 5887 -0.920900
374 8038 -0.563700
376 5719 -0.155300
376 7012 0.107400
376 9049 -0.584300
377 976 0.807900
377 5307 -0.729800
379 4898 -0.317700
379 8155 -1.036400
380 8457 0.690200
381 1587 -0.745000
384 2750 0.509900
384 5673 0.882000
386 229 1.647600
386 6467 1.676800
386 8498 0.943200
386 8930 0.617200
386 9268 -0.324200
388 1488 0.396600
388 3346 0.810700
388 4663 0.117300
389 581 1.428100
389 5922 0.520100
389 9959 1.940100
390 113 -0.031900
390 6026 -0.661200
391 3339 0.107900
391 7348 2.268900
392 634 0.459000
392 3971 0.113900
392 9082 -1.585000
392 9457 1.084600
393 4902 1.234400
396 8032 0.299600
396 8675 -0.422700
397 5492 1.018700
397 7298 0.157900
398 9988 0.169900
399 4969 -0.372700
400 882 0.585600
400 5142 -1.228000
400 5250 -1.227100
400 7129 2.273600
400 9540 0.138300
401 9140 1.761600
402 7260 0.441500
403 1556 -1.338700
403 8986 -0.275900
405 8728 -0.400600
405 9398 -1.120100
406 6293 0.454500
407 6615 1.126100
407 8283 0.202500
407 8779 0.852400
408 2707 -2.393900
409 346 -0.287700
409 8251 0.132700
410 371 -0.401700
411 691 0.817100
411 8255 -0.868200
412 62 -0.737300
412 3128 -1.496200
413 704 0.443700
413 1037 0.989300
414 1148 0.381100
414 3656 -1.103700
414 6498 -0.080300
417 5159 0.609600
418 1342 1.525400
418 3705 -0.272900
420 8399 -1.266700
420 8883 0.246000
421 4623 1.076200
422 1498 -0.979000
422 2435 0.291100
422 3906 0.828000
422 6392 0.938600
424 2491 -1.557200
424 8777 1.542800
425 593 0.199000
425 916 1.294000
426 486 -0.717900
426 3509 0.009900
427 1865 -1.547700
427 7981 0.184900
428 3394 1.218600
430 304 -0.886600
430 330 -0.150400
430 1968 -0.418900
430 4790 -0.027900
430 8026 -0.784500
431 897 0.192300
434 9265 -0.989300
435 539 0.832700
435 3912 0.910000
438 981 1.159700
438 1212 1.694200
438 5198 -0.599100
438 7492 0.235000
438 9825 -0.051900
439 8065 -0.439500
440 5745 -1.523600
441 4480 -0.803300
441 7183 1.213700
442 3403 0.072600
442 4619 -0.327500
443 5649 -0.819200
443 7070 -0.042300
444 3942 -0.665300
445 8682 -1.073800
446 2411 0.177800
446 3769 0.406500
447 1823 0.064700
447 2815 1.471600
447 3295 -0.059100
447 9532 0.694600
448 5465 -0.463800
448 5619 -2.028100
448 9455 -0.367100
449 7876 0.946200
450 341 0.021100
450 454 0.281500
450 5463 0.860700
451 2719 0.262700
452 1551 -1.846700
452 2410 0.463400
452 4874 -0.216700
452 5615 -1.089300
452 5953 -0.782700
453 1732 -1.565400
454 431 0.838800
454 6123 0.640000
454 7182 -0.340300
454 9898 -1.668700
455 6576 0.739700
455 9985 1.116800
456 203 -0.026600
456 6810 0.512600
456 8392 0.800700
457 5425 -1.729900
458 767 -0.868500
458 2661 -0.962900
459 289 -0.689200
459 1160 1.378700
460 4826 -0.158000
460 8800 1.429600
461 3919 -0.699100
461 5028 -1.848700
461 5994 0.416000
461 7511 0.374300
462 3086 -0.610500
462 4908 1.066700
462 9143 -0.136000
462 9602 -1.591600
463 6018 0.943100
465 6123 0.183400
466 5451 -1.314900
466 9750 -0.885200
467 6170 1.154500
468 9052 1.009300
470 1189 1.473000
470 1334 -0.323400
470 2239 -1.367500
471 1557 0.634200
471 4715 -1.515500
471 9989 1.308600
472 800 -1.149700
472 3383 -0.061100
473 438 0.705000
473 1021 0.086600
473 5371 1.075400
473 7877 -2.455400
475 1274 1.088300
476 2981 -0.791400
478 47 -1.313600
479 9745 -1.220700
480 2055 0.620400
481 1378 -1.067900
481 2708 0.870400
482 4039 -1.288500
482 7539 0.154000
483 9844 1.367300
484 5207 0.405500
485 9810 -1.449400
486 3337 0.824700
486 4449 -0.099800
487 2457 -1.454000
487 8620 -0.390300
487 9517 -0.024100
488 4267 1.000200
488 9858 -0.364700
489 328 -0.672700
489 2089 1.117600
489 2502 -0.564800
490 9323 -0.142300
495 1459 -1.294300
495 9074 -1.017300
496 3174 1.497900
497 5245 0.560500
498 3344 -1.460700
499 4410 0.849100
501 1438 0.388800
501 8609 1.992500
502 6523 -2.308000
503 6691 0.257600
504 4769 0.042000
505 440 1.427700
506 4665 -0.028400
506 6943 -0.192200
507 6024 0.765000
508 1715 0.471400
508 8896 -0.573700
509 1186 0.968500
509 8314 0.354000
510 7628 -0.162700
510 7723 0.249300
511 4333 -1.077500
511 7874 1.307700
511 8762 1.624200
512 365 -1.870900
512 459 1.504600
513 8682 0.406800
513 9734 0.016700
514 9080 -1.600300
515 4929 -1.262800
516 6773 1.990900
517 5117 1.423200
517 7370 0.185200
518 7828 -1.037600
519 2578 1.023300
519 4506 -1.018100
519 5655 -0.936600
520 5548 0.971400
523 455 0.965400
523 3709 -0.787800
523 4039 -0.851600
524 3921 0.409300
525 4620 1.262900
526 1089 -0.908100
526 8484 1.123500
527 1644 -0.044900
527 4976 0.437800
527 7360 0.323800
527 9855 -1.115000
528 1281 -0.773500
528 2079 0.692100
529 1234 0.620100
529 2033 1.051600
529 3471 1.740200
529 7080 -1.082100
529 9258 -1.046400
533 3053 -0.778000
534 7026 0.306000
534 8251 0.626300
535 6524 -1.010800
536 4064 -0.006400
536 6170 1.488800
537 9560 -1.178200
539 2562 -0.271900
539 5772 0.326300
539 7946 -0.147200
539 8328 1.132100
539 9412 -0.426800
540 699 -1.237100
541 4246 1.683900
542 1535 0.042800
543 8364 -0.677600
545 6494 -0.295300
547 3527 -1.389600
547 6027 -0.198400
547 6493 -0.053800
547 7697 -0.008200
547 9928 2.146000
549 2895 1.574100
550 4004 0.537800
550 5329 0.604800
551 8339 -0.468300
551 9697 1.774700
552 3504 0.388800
552 9998 1.854900
553 3975 0.310800
554 383 -1.271100
554 3114 -0.788600
554 3618 -0.957800
554 5417 1.115500
555 1761 -0.145300
555 3489 -0.352100
555 6655 -0.006900
556 4749 -0.071200
556 5876 0.360700
558 2342 0.088600
558 5102 0.250100
559 4949 0.961800
559 5941 0.627700
559 8103 0.597200
560 5796 -1.510400
560 7237 0.331000
560 8788 0.068200
560 8807 0.758000
561 2251 1.783700
562 6343 0.496900
563 1746 0.665300
563 6880 -0.176400
563 9990 -0.318000
564 403 -0.606500
565 335 -0.369100
566 8856 -0.451900
568 2434 0.144100
569 936 -1.100900
569 8103 -0.995900
571 3185 -1.879300
571 7932 0.626800
574 7760 -0.111000
575 2940 -0.969500
575 6517 -0.637800
576 5574 -1.028600
577 4771 -1.223700
577 5916 0.611300
578 3695 1.586100
579 1724 -0.921700
579 3734 0.344200
581 132 2.147800
581 2927 1.255400
582 5798 1.439900
582 9080 -1.367800
582 9161 1.061600
583 3413 0.072700
584 566 -1.480800
584 8399 -1.645800
584 8530 -1.112700
585 5215 0.862900
585 6993 1.774800
585 7219 -1.379600
585 9521 -1.424600
586 5599 1.175400
587 9517 0.169400
588 3058 1.240800
588 4992 0.398100
588 6587 0.344900
589 1667 0.335100
589 4707 0.198600
591 5235 1.289600
592 1101 0.333400
592 3190 -1.411800
594 3319 0.796700
594 4735 -0.703000
594 5755 -0.070900
594 7718 0.549400
595 1470 0.784300
595 3172 -1.326200
598 3724 0.510200
598 4390 -1.335100
599 4416 0.051500
602 9752 -0.005300
603 3295 0.450500
603 5947 1.652900
603 9229 -1.496200
604 4382 -0.467900
605 4729 -2.123300
605 8062 -0.876900
605 8845 -1.241200
606 6877 0.199300
606 9619 2.269900
607 2619 1.462500
607 5264 -0.097300
607 6550 -0.722100
608 4436 1.252500
609 3671 1.232100
609 5839 -2.182800
610 4798 -0.648100
612 6503 -0.688300
612 9177 -0.164900
612 9339 -0.413600
613 694 1.653400
614 4373 1.380400
616 2604 0.807800
617 8530 -0.271800
617 9629 -1.570300
618 6085 -0.405700
619 5462 -0.753900
620 42 0.704700
620 7782 -2.027400
620 8398 0.361200
620 9132 1.181300
621 2610 0.755500
621 3037 -0.015700
621 5665 -1.098100
622 617 1.238600
622 1793 1.053000
622 4122 1.077800
623 3668 1.149400
623 9684 -0.045900
624 2493 0.332400
625 60 0.377700
625 1278 -0.572500
626 5010 -0.296300
627 5705 -1.996400
628 2133 0.305600
629 3367 -1.010000
629 6242 0.832600
631 794 -0.079600
631 3426 -0.249900
631 5025 2.368300
631 5634 -0.170200
632 1575 0.367000
632 3840 -1.392600
632 6464 -0.131400
633 6499 0.339100
635 5823 0.921200
639 3135 1.567200
640 381 1.120900
640 788 -0.486500
640 1318 0.465000
641 3005 -0.678600
641 6462 -0.020300
641 7783 -0.042600
643 4858 -0.440500
643 9143 -0.703500
644 1984 0.859700
644 3040 1.471100
644 3764 0.209700
644 9915 3.132600
646 8526 0.519500
647 4057 -0.759100
649 8379 -0.357800
650 399 1.401500
651 1171 0.534500
651 2641 0.661900
652 573 -0.072800
655 1222 1.884700
657 6068 -1.519000
658 6844 0.350100
659 4911 -0.453500
659 5711 -0.526400
659 5917 0.150100
660 8109 -0.624900
661 8595 -1.747500
662 7648 -0.155800
663 1968 0.033400
663 2367 0.738000
663 5000 0.798300
666 4214 0.422100
668 9081 1.048400
669 458 -2.292300
669 2802 -1.279100
669 4628 0.430800
669 6451 0.959200
670 177 0.863400
670 7716 -0.337100
671 1262 0.783500
671 2700 1.461000
671 6285 -0.487200
672 2447 -2.094200
673 350 0.194200
674 730 -0.106400
674 1129 -0.288700
674 3998 0.119600
674 4954 0.682400
674 7288 0.356200
674 7833 -0.456800
676 4021 0.133300
678 4835 1.195200
679 3032 0.641400
680 6674 0.333400
681 6063 1.534000
682 7076 0.599600
682 8531 -0.020200
683 2813 -0.474300
683 4198 -1.010800
685 3151 1.380700
685 3159 1.554400
686 2961 -1.229600
686 8746 0.483600
687 2797 -0.296600
687 4878 -0.199100
687 8389 -0.125000
687 8655 0.254400
688 302 2.123200
688 2754 -0.601900
689 6159 -0.115900
693 680 1.618600
694 111 0.152000
695 7970 -0.759400
697 7084 0.634200
698 5624 -2.167200
699 3792 0.141100
701 5190 -0.330300
701 5966 -0.174900
702 2207 -0.445700
703 824 0.843200
703 7907 -0.365800
703 8997 1.849700
704 2687 0.036000
705 5867 -0.715000
706 4496 -1.258700
708 4773 2.475100
708 4944 0.832900
708 5484 -0.187700
708 7532 1.260300
709 570 1.227300
709 9049 -1.469900
710 1383 -0.531400
710 3535 2.049200
710 3561 0.167300
710 4042 -0.975400
710 5512 -0.660000
712 916 -0.660500
712 5987 -0.456000
714 9496 2.895500
715 2623 1.431300
715 6853 1.348500
717 7290 -2.307400
717 7390 0.764700
717 9100 -1.386200
718 832 -0.861000
719 4338 1.230900
721 1093 -0.111000
721 3293 -0.091900
722 3861 0.217500
724 1197 -0.069500
724 7883 -0.417600
725 596 -0.232500
727 3204 0.457800
729 763 -1.392500
730 4071 0.120400
730 6835 0.733800
731 1009 -1.430300
731 8054 0.667300
732 4120 -0.340300
733 1436 0.501300
733 4228 0.486200
734 3387 -1.397300
735 1374 -0.692700
735 7165 -1.449000
736 1262 -0.476700
736 5259 -0.402500
736 6570 -1.281500
736 8106 1.896800
738 6749 1.125200
739 7821 0.615400
739 8611 -1.568500
740 2902 0.593200
741 2207 0.771300
741 2384 0.289700
742 873 1.036400
742 7896 0.643100
743 36 0.551000
743 680 -0.402300
743 4736 1.626300
744 1163 0.777900
744 1567 2.600800
745 1787 0.478800
745 7906 -1.307200
745 8993 -0.542400
746 7213 0.869100
746 9352 -0.507800
747 184 -0.594300
747 1922 0.387200
747 2824 -0.666600
747 9467 -1.756300
747 9997 0.147500
749 2857 0.076400
749 5590 -1.076000
750 3710 1.550500
750 5618 1.186600
750 6413 0.080500
750 7428 1.725900
751 3791 0.354900
751 5569 -0.093700
752 929 0.029500
752 5734 -2.015600
752 7542 -0.006800
753 106 1.123600
753 9792 -0.272200
754 8719 -1.472500
755 538 1.194000
755 5233 1.066900
755 6671 -1.664200
755 8038 1.298100
755 8598 0.034900
757 9728 0.427900
758 4829 1.461600
758 6156 -0.529200
759 2088 -0.303300
760 7316 -0.234600
760 7447 0.309500
761 4130 0.121600
761 5498 0.386600
761 6394 0.525300
761 7257 0.194900
761 7464 0.287500
762 3448 -0.207700
763 9981 -1.963200
764 330 -0.340100
764 2825 0.894600
764 6397 -0.305800
765 6482 -0.135600
767 7380 0.300300
768 8802 0.681900
770 119 0.764000
770 1821 -1.706700
770 8574 1.104800
771 4985 0.741800
771 9391 -1.056200
773 981 -0.030400
774 4703 1.213100
774 5991 0.318300
774 6606 -1.563500
775 1253 0.195900
777 2271 1.834000
777 3457 -0.252400
777 3840 1.445000
780 1818 0.925900
780 6876 -3.229300
780 8008 0.333300
781 36 1.650900
781 9409 -0.730300
782 5854 -0.312200
782 8354 0.677100
783 3391 -1.115500
783 5719 -0.816300
784 1962 0.817700
784 3132 1.117400
786 4628 -0.711600
787 197 -1.068800
787 2662 -1.021500
787 3707 2.098000
787 9117 -1.942900
787 9821 0.480500
788 7865 0.979100
790 1749 -1.363100
792 8994 1.230300
793 2643 1.597900
793 4371 -0.240200
793 9120 1.083800
794 567 -2.328500
794 7593 -0.926500
795 5317 -1.933200
795 6384 0.342200
795 9207 -0.131700
796 2224 1.402000
796 6831 -0.324100
798 9988 -1.043000
799 4361 0.030300
799 6204 -0.704700
800 343 -0.668100
800 5756 0.376500
801 7786 1.719000
801 8186 -0.402600
805 2678 0.003400
806 1535 -0.650900
806 5281 -0.466000
808 5043 -0.224600
808 8991 0.515200
809 4596 -0.582600
809 9002 0.437400
810 1901 -1.736900
810 5067 0.810200
810 9229 -0.540800
811 9855 0.861000
812 3266 -0.170600
812 4232 -0.334900
812 4635 0.048900
813 2654 0.072500
814 5368 2.144400
815 5582 0.424500
815 8049 0.982300
815 8989 0.868000
817 7413 -0.965200
817 7945 0.785600
819 1178 0.018000
819 5799 0.245900
819 8895 -0.606100
820 4250 -0.438000
820 8130 -0.251100
821 9465 1.626900
822 4941 -1.049200
825 1975 -1.190300
826 469 -1.145100
826 2275 -2.141200
826 7088 -1.411900
827 941 -3.633000
829 6007 -0.911100
829 7833 -0.487600
830 9281 -1.808100
831 3928 -0.908500
831 6478 0.730000
832 902 0.162500
833 4735 -0.380800
833 7666 -0.048500
834 197 -1.331400
834 1549 1.023300
834 7265 0.199400
835 6276 -0.289200
835 9234 0.116500
836 4969 -1.172400
836 5112 0.760800
836 8452 -0.875900
837 6801 0.446200
838 8121 0.393500
840 1560 0.439600
840 4871 0.605600
840 5536 1.559300
840 6052 -0.330700
841 4303 -1.188300
842 4325 -1.432300
842 4396 -1.327600
842 7978 0.347100
844 3232 -0.175400
844 7017 -0.036000
844 9081 0.566000
845 7386 -1.788400
846 332 -0.318300
846 1565 0.570300
846 2150 0.163400
847 1037 -1.886300
847 1491 -2.309200
848 2209 -1.710000
848 6978 0.556700
849 8724 0.499700
850 5366 0.790400
850 8755 -0.667900
851 7489 0.689500
851 9101 1.110600
852 3967 0.938300
854 5875 -0.131700
856 2507 2.287400
856 2768 0.817800
857 808 0.600500
857 3672 -0.313900
857 5185 -0.486000
857 6210 -0.643500
858 5645 0.348900
858 7671 -0.413200
859 4174 -0.856000
860 7445 0.587100
860 9228 1.367300
861 4047 2.075400
862 6386 -0.425600
862 7528 0.905200
862 9005 -0.421900
862 9346 2.338000
862 9387 0.024400
863 1106 0.744500
863 1906 1.009400
863 2378 -0.197800
863 4246 0.093200
863 4415 -1.093000
864 2624 2.615400
864 8330 0.365200
864 8717 0.391300
866 931 0.131700
866 4409 0.631600
868 2862 1.943000
868 4961 -0.719900
870 2306 -1.398100
871 2954 -0.513500
872 4365 0.623700
873 5920 -0.175000
873 7578 0.814700
873 9579 -1.268100
874 3968 0.100100
874 5592 -0.443200
874 6422 0.524900
874 7980 -0.139200
874 9237 0.993200
875 576 -0.082300
875 1669 -0.196000
