10000 10000
343 2131 -0.943400
344 8118 -1.360000
345 2652 -1.389600
347 5802 -0.351900
349 9306 0.559500
350 5540 -0.574200
351 7517 0.165700
352 4675 0.145200
352 5113 0.753500
353 3884 1.015600
354 4396 1.155500
355 6920 -0.815600
356 367 1.973600
356 1959 0.505600
358 302 -0.867000
358 6063 1.529000
359 2095 1.149600
360 4405 0.403600
361 2712 0.817000
361 2947 0.295600
361 6100 -1.184900
362 9176 1.274300
364 2022 0.557600
366 6992 2.194300
369 1741 0.866900
370 7782 0.254400
372 9780 0.955200
373 2285 -1.417500
374 371 0.694000
374 717 1.044600
374 5887 -0.920900
374 8038 -0.563700
376 5719 -0.155300
376 9049 -0.584300
379 4898 -0.317700
384 2750 0.509900
384 5673 0.882000
386 229 1.647600
386 6467 1.676800
386 8498 0.943200
386 8930 0.617200
386 9268 -0.324200
388 1488 0.396600
388 4663 0.117300
389 5922 0.520100
389 9959 1.940100
390 113 -0.031900
390 6026 -0.661200
391 3339 0.107900
391 7348 2.268900
392 634 0.459000
392 3971 0.113900
392 9082 -1.585000
396 8032 0.299600
396 8675 -0.422700
397 5492 1.018700
399 4969 -0.372700
400 882 0.585600
400 5142 -1.228000
400 7129 2.273600
402 7260 0.441500
403 1556 -1.338700
403 8986 -0.275900
405 8728 -0.400600
405 9398 -1.120100
407 6615 1.126100
407 8283 0.202500
407 8779 0.852400
408 2707 -2.393900
409 346 -0.287700
409 8251 0.132700
410 371 -0.401700
411 8255 -0.868200
412 3128 -1.496200
413 704 0.443700
414 6498 -0.080300
417 5159 0.609600
418 3705 -0.272900
420 8883 0.246000
422 2435 0.291100
422 3906 0.828000
422 6392 0.938600
424 2491 -1.557200
425 593 0.199000
426 3509 0.009900
427 1865 -1.547700
427 7981 0.184900
430 330 -0.150400
430 1968 -0.418900
430 4790 -0.027900
431 897 0.192300
434 9265 -0.989300
435 539 0.832700
435 3912 0.910000
438 1212 1.694200
440 5745 -1.523600
441 4480 -0.803300
441 7183 1.213700
442 4619 -0.327500
446 2411 0.177800
447 1823 0.064700
447 9532 0.694600
448 5465 -0.463800
448 9455 -0.367100
450 454 0.281500
451 2719 0.262700
452 1551 -1.846700
452 5615 -1.089300
452 5953 -0.782700
453 1732 -1.565400
454 431 0.838800
455 6576 0.739700
455 9985 1.116800
456 6810 0.512600
458 767 -0.868500
458 2661 -0.962900
460 4826 -0.158000
461 5028 -1.848700
461 5994 0.416000
461 7511 0.374300
462 3086 -0.610500
462 9143 -0.136000
463 6018 0.943100
465 6123 0.183400
466 9750 -0.885200
467 6170 1.154500
468 9052 1.009300
470 1189 1.473000
470 1334 -0.323400
471 1557 0.634200
471 9989 1.308600
472 800 -1.149700
472 3383 -0.061100
473 1021 0.086600
473 5371 1.075400
473 7877 -2.455400
475 1274 1.088300
476 2981 -0.791400
478 47 -1.313600
479 9745 -1.220700
480 2055 0.620400
485 9810 -1.449400
486 3337 0.824700
487 8620 -0.390300
488 4267 1.000200
489 328 -0.672700
489 2502 -0.564800
490 9323 -0.142300
495 1459 -1.294300
495 9074 -1.017300
496 3174 1.497900
498 3344 -1.460700
501 1438 0.388800
501 8609 1.992500
503 6691 0.257600
504 4769 0.042000
505 440 1.427700
510 7723 0.249300
511 4333 -1.077500
511 7874 1.307700
512 365 -1.870900
512 459 1.504600
513 8682 0.406800
514 9080 -1.600300
516 6773 1.990900
517 5117 1.423200
517 7370 0.185200
518 7828 -1.037600
519 2578 1.023300
519 4506 -1.018100
519 5655 -0.936600
523 3709 -0.787800
524 3921 0.409300
526 1089 -0.908100
526 8484 1.123500
527 4976 0.437800
528 1281 -0.773500
528 2079 0.692100
529 1234 0.620100
529 2033 1.051600
529 3471 1.740200
529 7080 -1.082100
533 3053 -0.778000
534 7026 0.306000
534 8251 0.626300
535 6524 -1.010800
536 4064 -0.006400
536 6170 1.488800
537 9560 -1.178200
539 5772 0.326300
539 8328 1.132100
539 9412 -0.426800
540 699 -1.237100
542 1535 0.042800
543 8364 -0.677600
545 6494 -0.295300
547 3527 -1.389600
547 6027 -0.198400
547 6493 -0.053800
549 2895 1.574100
550 5329 0.604800
551 8339 -0.468300
551 9697 1.774700
552 3504 0.388800
552 9998 1.854900
553 3975 0.310800
554 3114 -0.788600
554 3618 -0.957800
555 1761 -0.145300
555 6655 -0.006900
558 2342 0.088600
558 5102 0.250100
559 4949 0.961800
559 8103 0.597200
561 2251 1.783700
562 6343 0.496900
563 1746 0.665300
563 9990 -0.318000
564 403 -0.606500
565 335 -0.369100
568 2434 0.144100
569 8103 -0.995900
571 3185 -1.879300
571 7932 0.626800
574 7760 -0.111000
575 2940 -0.969500
575 6517 -0.637800
576 5574 -1.028600
577 4771 -1.223700
577 5916 0.611300
579 3734 0.344200
581 132 2.147800
582 5798 1.439900
582 9080 -1.367800
582 9161 1.061600
583 3413 0.072700
584 566 -1.480800
584 8399 -1.645800
584 8530 -1.112700
585 5215 0.862900
588 3058 1.240800
588 4992 0.398100
589 1667 0.335100
589 4707 0.198600
591 5235 1.289600
592 1101 0.333400
592 3190 -1.411800
594 3319 0.796700
594 7718 0.549400
595 1470 0.784300
598 3724 0.510200
598 4390 -1.335100
599 4416 0.051500
603 3295 0.450500
603 5947 1.652900
603 9229 -1.496200
604 4382 -0.467900
605 8062 -0.876900
605 8845 -1.241200
606 9619 2.269900
607 2619 1.462500
607 5264 -0.097300
607 6550 -0.722100
609 3671 1.232100
609 5839 -2.182800
610 4798 -0.648100
613 694 1.653400
617 8530 -0.271800
618 6085 -0.405700
619 5462 -0.753900
620 42 0.704700
620 7782 -2.027400
620 9132 1.181300
622 617 1.238600
623 3668 1.149400
625 1278 -0.572500
626 5010 -0.296300
627 5705 -1.996400
628 2133 0.305600
629 3367 -1.010000
629 6242 0.832600
631 5025 2.368300
631 5634 -0.170200
632 1575 0.367000
632 3840 -1.392600
632 6464 -0.131400
633 6499 0.339100
635 5823 0.921200
640 788 -0.486500
640 1318 0.465000
641 3005 -0.678600
641 7783 -0.042600
643 4858 -0.440500
643 9143 -0.703500
644 1984 0.859700
644 3040 1.471100
644 9915 3.132600
647 4057 -0.759100
651 1171 0.534500
652 573 -0.072800
657 6068 -1.519000
658 6844 0.350100
659 4911 -0.453500
659 5711 -0.526400
659 5917 0.150100
660 8109 -0.624900
661 8595 -1.747500
662 7648 -0.155800
663 1968 0.033400
663 5000 0.798300
669 458 -2.292300
669 2802 -1.279100
669 6451 0.959200
670 177 0.863400
671 1262 0.783500
671 6285 -0.487200
672 2447 -2.094200
674 3998 0.119600
674 4954 0.682400
674 7288 0.356200
681 6063 1.534000
682 7076 0.599600
683 4198 -1.010800
685 3151 1.380700
685 3159 1.554400
686 2961 -1.229600
686 8746 0.483600
687 2797 -0.296600
687 4878 -0.199100
687 8655 0.254400
688 302 2.123200
689 6159 -0.115900
694 111 0.152000
695 7970 -0.759400
697 7084 0.634200
698 5624 -2.167200
701 5190 -0.330300
702 2207 -0.445700
703 824 0.843200
703 7907 -0.365800
703 8997 1.849700
704 2687 0.036000
706 4496 -1.258700
708 4944 0.832900
708 5484 -0.187700
708 7532 1.260300
709 570 1.227300
709 9049 -1.469900
710 3535 2.049200
710 3561 0.167300
710 4042 -0.975400
712 916 -0.660500
712 5987 -0.456000
714 9496 2.895500
715 2623 1.431300
715 6853 1.348500
717 7390 0.764700
717 9100 -1.386200
719 4338 1.230900
721 3293 -0.091900
722 3861 0.217500
724 1197 -0.069500
724 7883 -0.417600
725 596 -0.232500
727 3204 0.457800
729 763 -1.392500
730 4071 0.120400
730 6835 0.733800
731 1009 -1.430300
731 8054 0.667300
733 1436 0.501300
734 3387 -1.397300
735 7165 -1.449000
736 1262 -0.476700
736 5259 -0.402500
736 6570 -1.281500
736 8106 1.896800
738 6749 1.125200
739 7821 0.615400
741 2207 0.771300
741 2384 0.289700
742 873 1.036400
742 7896 0.643100
743 36 0.551000
743 680 -0.402300
743 4736 1.626300
744 1163 0.777900
744 1567 2.600800
745 1787 0.478800
745 8993 -0.542400
746 9352 -0.507800
747 184 -0.594300
747 1922 0.387200
747 2824 -0.666600
747 9467 -1.756300
749 2857 0.076400
750 3710 1.550500
750 5618 1.186600
750 6413 0.080500
751 3791 0.354900
751 5569 -0.093700
752 929 0.029500
752 5734 -2.015600
752 7542 -0.006800
753 106 1.123600
754 8719 -1.472500
755 5233 1.066900
755 6671 -1.664200
755 8038 1.298100
757 9728 0.427900
758 4829 1.461600
758 6156 -0.529200
759 2088 -0.303300
761 4130 0.121600
761 5498 0.386600
761 7464 0.287500
763 9981 -1.963200
764 2825 0.894600
765 6482 -0.135600
768 8802 0.681900
770 119 0.764000
770 8574 1.104800
771 4985 0.741800
773 981 -0.030400
774 4703 1.213100
774 5991 0.318300
774 6606 -1.563500
775 1253 0.195900
777 3840 1.445000
780 8008 0.333300
781 9409 -0.730300
783 3391 -1.115500
784 1962 0.817700
784 3132 1.117400
786 4628 -0.711600
787 197 -1.068800
787 3707 2.098000
787 9821 0.480500
788 7865 0.979100
790 1749 -1.363100
792 8994 1.230300
793 2643 1.597900
793 4371 -0.240200
793 9120 1.083800
795 5317 -1.933200
795 6384 0.342200
796 2224 1.402000
796 6831 -0.324100
798 9988 -1.043000
799 4361 0.030300
799 6204 -0.704700
801 7786 1.719000
801 8186 -0.402600
805 2678 0.003400
806 1535 -0.650900
806 5281 -0.466000
808 5043 -0.224600
808 8991 0.515200
810 5067 0.810200
810 9229 -0.540800
812 3266 -0.170600
812 4232 -0.334900
815 8989 0.868000
817 7945 0.785600
819 1178 0.018000
819 5799 0.245900
820 4250 -0.438000
820 8130 -0.251100
821 9465 1.626900
825 1975 -1.190300
826 469 -1.145100
827 941 -3.633000
829 6007 -0.911100
831 3928 -0.908500
831 6478 0.730000
832 902 0.162500
834 1549 1.023300
834 7265 0.199400
835 6276 -0.289200
835 9234 0.116500
836 4969 -1.172400
836 5112 0.760800
836 8452 -0.875900
837 6801 0.446200
840 1560 0.439600
840 4871 0.605600
840 5536 1.559300
840 6052 -0.330700
842 4396 -1.327600
844 3232 -0.175400
844 7017 -0.036000
844 9081 0.566000
845 7386 -1.788400
846 332 -0.318300
846 1565 0.570300
847 1491 -2.309200
848 2209 -1.710000
848 6978 0.556700
849 8724 0.499700
850 5366 0.790400
850 8755 -0.667900
852 3967 0.938300
854 5875 -0.131700
856 2507 2.287400
857 808 0.600500
857 5185 -0.486000
857 6210 -0.643500
858 5645 0.348900
859 4174 -0.856000
860 9228 1.367300
861 4047 2.075400
862 6386 -0.425600
862 9005 -0.421900
862 9346 2.338000
863 1106 0.744500
863 1906 1.009400
863 4246 0.093200
863 4415 -1.093000
864 2624 2.615400
868 4961 -0.719900
870 2306 -1.398100
871 2954 -0.513500
872 4365 0.623700
873 5920 -0.175000
873 7578 0.814700
873 9579 -1.268100
874 3968 0.100100
874 6422 0.524900
874 7980 -0.139200
874 9237 0.993200
875 1669 -0.196000
876 5115 0.254600
879 180 -0.479900
881 330 0.097800
881 3774 -2.276100
881 6649 -0.855500
882 746 -0.294200
883 6155 0.353300
884 4221 0.070900
886 80 1.653100
886 1266 -0.090100
887 6671 -1.144100
887 8015 -0.981600
888 7352 1.288200
888 9043 -1.025300
889 6580 1.649400
890 5995 -0.995000
894 5097 -0.637600
897 8783 -2.312500
898 1620 0.505000
898 1949 0.253100
899 1100 0.611300
901 7834 0.581800
902 3853 -0.404400
904 6446 0.496400
905 4938 -1.985300
905 8432 0.043400
906 5391 0.740700
906 9985 0.944100
908 1090 0.682100
909 6003 0.016200
910 4819 0.058000
910 5941 0.035800
916 4183 0.859600
916 5963 0.208400
920 8921 -0.083600
922 6683 -1.982300
922 6746 1.900200
922 7193 -0.547800
922 9296 -0.566500
922 9502 1.052900
923 779 0.536000
924 7748 -1.721300
927 4933 1.145100
927 8072 1.200400
928 763 0.722800
928 6516 0.365800
929 7812 0.713400
931 2651 0.542300
933 6477 -0.751100
934 5713 0.526800
936 9991 -0.385000
937 7910 -0.441300
939 7239 -0.457100
941 1788 -1.711700
941 7720 -0.357400
943 7818 -0.394900
943 9595 0.300400
944 9456 2.327200
945 6828 -0.120200
945 8057 -1.059800
946 8609 -0.422600
948 9290 -0.183700
949 4204 -0.589800
949 7129 -0.086500
951 8379 0.193700
952 4676 -0.633400
954 4293 -0.928000
954 4361 -1.656300
954 4952 2.406700
956 3576 -0.277900
956 8710 -0.716600
957 727 -2.612500
958 522 0.253200
958 3396 -0.919400
958 3526 0.273100
959 9241 -0.961300
961 392 0.491800
962 5542 2.011900
969 4344 -0.856500
970 1157 1.206500
972 799 -1.060600
972 3513 -0.604700
973 8741 1.112300
973 9673 -0.149600
976 1991 -0.567400
977 9883 0.906400
982 3293 0.215000
982 9283 0.667600
983 4736 -0.903500
983 9145 0.351200
985 3000 -0.513300
985 7680 -0.229000
987 2736 -1.738400
987 4157 0.546900
990 3816 0.249500
991 2336 -1.126800
991 8245 -0.265900
992 4296 -0.594500
993 3798 -1.238900
995 254 -1.241200
995 6362 -1.526500
995 7398 -0.128200
995 9831 0.756600
998 4918 -0.840000
998 9637 3.447400
999 918 -0.475000
999 7144 0.805500
1000 7763 -0.841400
1001 8941 1.002900
1002 6727 -0.607900
1004 1871 0.797100
1006 900 0.144100
1006 1161 -0.675200
1007 5546 -0.270300
1008 4297 1.112000
1009 5861 0.886200
1010 50 1.265600
1010 2034 0.104400
1011 6994 -0.123800
1012 1966 0.620400
1012 8005 0.452700
1017 7027 0.917200
1018 8251 -0.038200
1018 8589 0.483400
1018 8902 -0.114500
1020 1495 0.893400
1020 5574 0.466700
1021 116 -1.258600
1021 2202 -0.269200
1022 5619 0.670100
1023 7424 -2.053300
1023 8380 0.260700
1025 991 -0.664100
1027 935 -0.531400
1027 1530 -1.008300
1030 9756 1.554400
1031 8263 1.591200
1032 2231 -1.284200
1032 4444 -1.888600
1032 6418 0.719700
1034 6026 1.626200
1035 6387 1.973000
1038 5926 0.068400
1041 2465 -1.631200
1041 5115 0.815800
1041 7500 -1.057900
1042 7790 0.046100
1043 5451 1.951800
1043 6648 0.544400
1043 9223 -2.643800
1043 9417 0.314000
1044 1705 0.283800
1045 8168 0.392600
1046 4447 0.182300
1046 9977 0.853400
1048 7239 -1.301300
1049 7060 -1.081000
1050 1059 0.137100
1051 2977 0.289900
1052 4002 -1.107700
1053 24 1.103200
1053 5582 0.885700
1053 7898 1.387300
1054 8921 -0.647300
1055 2724 0.336300
1056 7158 0.231900
1057 7620 1.032100
1060 561 -0.577500
1061 9580 -1.248500
1063 2576 2.090600
1064 7365 0.291800
1065 7990 0.911400
1067 1646 -0.869000
1068 5068 -0.389900
1068 6863 -0.724800
1068 9779 -0.134900
1069 2140 0.066900
1069 2672 1.850600
1070 2742 1.423700
1070 6319 -1.938700
1070 6589 0.475100
1071 1269 -0.071700
1072 2246 0.743300
1072 7179 0.352200
1073 3985 1.078000
1073 9171 -1.131300
1075 9541 0.429300
1078 6123 0.345300
1080 693 0.247100
1083 3814 0.570800
1084 8819 -0.791100
1086 5218 0.571300
1086 7169 -0.068900
1086 9376 1.256800
1087 5027 0.504100
1088 1998 -0.592900
1089 2029 0.528300
1090 2758 -1.895100
1090 7258 1.231100
1091 6778 0.282800
1093 2135 -1.195500
1093 3521 1.579400
1093 9238 0.060700
1094 9917 1.450200
1095 1751 -1.108000
1095 8109 0.219900
1096 8057 0.403200
1096 8363 -1.618000
1096 9487 1.716800
1098 2559 0.889800
1098 5162 0.489800
1100 9019 1.309100
1103 3492 1.404700
1105 2673 -1.400200
1105 3463 0.589800
1106 97 -0.002600
1106 2335 0.214600
1106 4646 0.563000
1106 9701 3.033200
1107 8415 -0.517100
1108 2208 0.168200
1108 2268 0.297100
1108 9892 1.668900
1109 6274 -0.779600
1110 173 0.597000
1110 9203 -1.320700
1111 4242 0.984300
1111 5180 0.706500
1111 9585 0.064500
1111 9645 0.289000
1114 3164 -1.158500
1114 3237 -0.458300
1115 5193 2.316100
1116 4582 1.061900
1117 1576 -0.443000
1118 9674 -0.944400
1119 6978 1.219100
1122 7404 1.188900
1124 4557 1.387300
1124 7058 -1.388800
1127 3887 -0.156500
1130 3111 -0.639900
1130 6955 -0.831300
1132 1211 -0.213600
1132 5179 -1.468900
1133 6534 1.272600
1136 9925 -1.333600
1141 2216 0.193400
1142 4904 0.194500
1142 9604 1.643600
1143 5676 -1.423600
1143 5721 -0.702500
1144 65 0.835400
1145 3273 1.371300
1146 4237 0.086800
1146 4497 -0.339500
1146 8558 -0.723100
1146 8579 -0.789500
1146 9054 -0.187500
1146 9352 -0.780600
1147 8769 0.347500
1148 1779 -0.359900
1148 2030 0.362900
1149 6646 -0.963500
1149 9899 0.860900
1150 9809 1.749500
1151 7993 -0.251400
1151 9741 0.869200
1152 2091 -0.929100
1153 4017 -0.247700
1154 1919 -0.643500
1154 6982 1.010700
1154 7476 0.517000
1155 2731 -0.600400
1155 5986 -2.813700
1156 1928 1.542700
1157 7251 -1.155300
1160 1481 0.386500
1162 924 1.876700
1163 30 -0.608800
1163 1092 -0.596300
1163 1564 0.188500
1164 4872 0.499700
1164 6586 -0.054800
1165 1200 1.054400
1165 5909 -1.684800
1166 5094 -2.058200
1167 3378 1.534600
1167 6786 -0.707100
1168 1468 -0.199200
1168 6987 -3.068700
1171 3082 1.912000
1172 3417 -1.134900
1172 9712 0.329000
1173 4770 1.163600
1173 5774 0.601400
1174 622 -0.947500
1174 4437 1.494100
1174 6941 1.385800
1174 7102 1.150000
1174 7563 0.218800
1175 928 1.089900
1177 1104 1.106400
1177 1354 -0.710300
1177 2621 0.108100
1178 7031 0.178100
1181 6045 -0.391400
1182 5150 -0.653900
1183 1796 2.055000
1185 5032 -2.462200
1186 4555 -0.093900
1186 4885 1.267000
1188 4047 -1.827100
1191 1090 1.368200
1191 3771 -1.782100
1192 6746 0.421700
1193 4722 -0.986800
1198 3276 -0.308000
1198 8859 1.020800
1199 5545 1.327500
1200 1896 -2.277000
1200 7874 0.476300
1203 1225 1.191800
1203 5175 -1.454700
1203 8083 0.638600
1205 6306 0.239100
1206 5358 0.164900
1206 8193 0.700600
1209 435 0.082300
1209 6321 0.138300
1210 5532 -0.062700
1211 5902 -1.704500
1213 1242 2.183700
1214 5694 0.106500
1214 6528 -1.922100
1214 9713 -0.194200
1217 389 0.194100
1218 1219 0.637800
1218 4407 -1.105500
1219 7629 1.096300
1221 1621 0.824100
1221 2717 0.240700
1221 7028 0.351200
1221 8138 -1.232000
1221 9791 -0.427600
1222 6243 1.092000
1224 699 -0.356100
1224 7586 1.073400
1224 8136 -1.050500
1225 1031 -1.407300
1226 332 0.851100
1226 795 -0.084500
1226 5034 -0.797400
1227 2571 0.943900
1228 8140 1.618900
1229 2599 0.667600
1230 6028 -0.662800
1232 2819 -1.557500
1233 1394 -1.260600
1234 1513 -2.260500
1239 9220 0.832500
1240 2398 -0.171600
1241 9022 -0.673600
1242 8033 0.325300
1244 250 0.611100
1244 4256 -0.691900
1244 8834 0.831900
1245 3299 1.347500
1246 5198 -0.228000
1246 5769 -0.914600
1246 8968 1.822700
1247 2687 -0.172900
1248 3836 -0.289800
1251 7716 -0.685900
1251 8879 -0.383600
1253 5887 0.097400
1255 439 -0.305800
1255 3420 1.694300
1256 3367 -0.855200
1259 9234 1.020600
1260 5397 0.675400
1261 9999 0.766600
1262 2022 -0.043900
1264 6160 0.464300
1264 9808 1.731300
1265 7485 0.791100
1266 2968 0.735500
1267 6003 0.527900
1268 534 1.157000
1268 8782 -0.680800
1269 4220 -0.349900
1270 6075 -0.547500
1271 3027 0.067700
1271 3605 -1.030200
1271 5993 1.149100
1271 6681 1.440800
1272 2327 0.059000
1276 9536 -1.656600
1278 3285 1.099300
1280 1370 -0.839100
1281 2433 -0.216200
1282 8624 0.348100
1282 9215 0.525500
1283 7179 -0.730200
1284 3308 0.410100
1284 7915 0.829200
1285 1483 -0.164200
1285 6818 -1.239600
1288 9083 -0.162400
1289 3939 1.636400
1289 4248 0.957900
1290 3791 1.884500
