9500 3000
56 377 -2.129800
56 1552 0.895900
56 2173 2.100600
57 1292 -0.246500
57 2204 1.516700
57 2578 0.201600
57 2644 -1.509700
57 2664 0.166300
57 2764 0.498200
58 866 0.178900
58 1104 -0.154600
58 1615 1.922400
58 2673 1.733600
59 794 -0.117300
59 2791 -0.238100
61 9 0.348000
61 462 -0.347100
61 2865 -0.105100
62 1425 -0.350400
62 2648 -0.876200
63 586 1.492300
63 1015 0.030500
64 191 -0.122300
64 1068 -0.419000
64 1838 0.332000
64 1847 -0.071200
65 375 0.302700
65 1776 0.253600
65 2663 0.613200
66 505 0.578200
66 1757 -0.794200
67 1534 -0.765700
68 1591 -0.575700
68 1975 1.217800
69 65 2.289900
69 404 -0.134500
69 596 0.666400
69 937 0.660400
69 1514 -0.350500
69 1623 -0.628100
69 2367 0.041800
70 1248 0.812900
70 1732 0.550400
70 2386 1.037800
71 384 0.515700
71 428 1.299000
71 2072 -0.103300
72 1064 0.819900
72 1408 -0.372100
73 1680 -0.161700
74 1131 0.559700
74 1580 -0.606900
74 2748 -0.172300
74 2987 0.312400
75 2186 -1.097900
75 2624 -2.539500
77 389 1.449700
77 394 -0.460200
77 1000 -0.027800
77 1003 1.944600
77 2072 0.115700
78 94 -1.851200
78 512 0.450900
78 1795 -0.636300
79 171 -0.093000
79 311 -1.302700
80 414 -0.207600
80 488 1.106200
80 1424 0.522700
80 2205 0.043700
81 809 -1.057200
81 1283 -1.002800
81 1304 0.293200
82 492 1.110000
82 1154 0.683400
82 1564 -0.074100
82 1741 -1.030700
82 2559 -0.066800
83 1036 -1.434100
83 1387 0.992000
83 1581 0.941000
83 1970 -0.026300
84 1201 -0.412400
84 1577 -2.564600
84 1902 1.393400
85 369 0.745200
85 930 0.146900
85 1987 0.348300
86 960 -2.463800
87 1562 -0.623300
88 2191 0.083200
89 441 0.247900
89 750 0.743800
90 82 -0.340800
90 558 -0.662200
90 1052 1.015100
90 2335 -0.799700
90 2522 -1.479500
91 117 0.823400
91 240 0.338200
91 743 -0.783500
91 1926 0.919400
91 2266 0.717700
91 2405 -0.980600
92 917 -0.172600
92 1640 0.943500
92 1813 1.003400
93 153 -1.039200
93 381 1.445100
93 1066 0.319500
93 1222 1.165200
93 2239 -1.319300
94 334 0.317600
94 1002 0.354500
94 1997 -1.333400
94 2629 0.174800
95 134 -1.399600
95 639 0.371600
96 900 -0.395000
96 1031 2.006000
96 2205 1.606200
96 2739 -0.650500
97 841 -1.384900
97 992 1.788200
99 182 -0.703000
99 2675 0.929400
99 2839 -1.322300
100 1577 -1.459400
100 2804 0.649700
101 177 2.011600
101 1318 0.361900
101 1594 -1.324500
101 2058 0.195800
101 2882 -0.468500
102 34 -0.999700
102 557 -1.204900
102 1288 0.048500
102 2807 -2.285100
103 349 -1.642900
103 803 -0.980400
103 2543 2.201000
104 1265 -0.317700
104 2019 0.282400
104 2205 0.159200
104 2284 -0.814900
104 2512 0.797300
104 2774 -1.255600
105 1396 0.330900
106 2152 0.560100
106 2273 -1.218100
107 214 -0.131400
107 836 1.499200
107 1461 0.157800
108 789 0.654900
109 811 0.487300
109 1228 -1.369100
109 1472 -0.700000
109 2198 0.224200
109 2401 -1.576800
109 2809 -0.131400
110 234 -1.185000
111 611 -0.259500
111 862 -0.874900
111 1376 1.274400
111 1453 1.109100
111 1726 -0.436500
111 2449 -2.330700
112 1395 -0.472400
112 1608 -0.125400
112 2393 0.959700
112 2416 0.039600
113 1508 -0.158100
113 2249 0.823100
114 332 -0.141700
114 661 0.947200
114 2311 -0.508500
115 1539 0.574000
115 2298 0.144600
116 653 0.594300
116 1194 -0.059600
116 1812 -0.121400
116 2563 -0.264800
116 2799 -1.545500
117 1007 0.172800
117 1967 0.810000
117 2378 0.743900
117 2448 -0.095900
118 2928 0.047200
119 14 -0.088800
119 2246 -0.815300
119 2404 1.166800
120 1048 -1.828500
120 1463 -0.702300
120 1751 -0.746600
120 2357 -1.416400
121 361 0.866800
121 497 -0.627900
121 645 1.704800
121 743 0.129500
121 1031 -0.532700
121 1286 -2.558700
121 1302 0.023200
121 1370 0.388200
122 222 0.262400
122 1480 -1.284400
122 2758 -1.605500
123 511 2.041900
123 1166 0.260400
123 2476 0.786300
123 2546 -0.840600
123 2997 0.412900
124 236 1.608200
124 632 -1.835100
125 105 -0.231600
125 2455 0.359800
126 164 1.252000
126 1141 -0.426700
126 1535 -0.734500
126 2723 -2.794800
126 2928 -0.677900
127 65 0.819800
127 373 -0.957300
127 813 -0.100200
127 2874 0.723200
128 123 -1.495800
128 2094 0.623600
129 666 0.667200
129 2952 0.043900
130 78 1.925300
130 151 1.056400
130 1995 -0.544800
130 2623 -0.661700
130 2814 -0.719600
131 119 0.222000
131 573 0.293600
131 1698 -0.890600
131 2642 2.006600
133 2039 0.425700
134 1065 1.899400
134 2119 0.803500
134 2983 -1.062400
135 155 -1.957800
135 394 -0.210400
135 680 0.847600
135 2784 1.412800
136 387 0.193800
136 1686 -1.377900
137 1402 0.643300
137 1520 0.179400
137 1902 -0.517700
138 412 -0.044500
138 506 -0.506100
138 790 -0.294600
138 2000 0.588200
139 798 -1.484300
140 1172 0.857300
140 2511 -0.974100
141 1027 1.602500
142 169 -1.083200
142 2253 -0.609600
142 2833 -1.079500
143 267 -0.210900
143 1448 1.197300
143 1639 -1.538200
143 2163 0.247000
143 2490 -0.014100
144 2534 -0.423800
144 2998 -0.913500
145 471 -1.027800
145 498 2.183300
145 2429 -1.224700
146 1128 -0.358900
146 2085 -0.551100
146 2459 -2.058700
146 2718 -0.566500
147 97 -1.419100
147 225 -2.162800
147 427 0.514500
147 1226 -0.830800
147 1304 0.559800
147 2340 0.472200
148 642 1.096100
148 1821 -1.177700
148 2729 0.097400
149 1174 -1.256000
149 1823 -0.694200
149 2881 1.307300
150 588 -0.047600
150 2121 0.964000
151 13 -0.280000
151 48 -0.997200
151 366 1.469000
151 1688 0.716700
151 1751 -0.327800
152 1553 0.750900
152 1575 0.757800
152 1719 -0.147700
152 1986 -0.184000
153 121 0.833600
153 989 0.203300
153 1072 -0.158900
154 1528 -0.831100
155 529 -0.026100
155 884 1.659100
155 888 1.308400
155 2148 0.944400
155 2959 -0.611600
156 62 -0.708700
156 1133 1.113900
156 1794 0.250500
156 2547 -0.526900
157 1762 -0.728600
158 1175 0.771600
158 2321 -0.750200
158 2380 -1.101700
158 2718 0.936900
158 2841 -0.389000
159 826 -0.760700
159 1456 -0.990200
159 2574 -0.275900
160 277 -2.400400
160 567 -1.951000
160 677 1.890500
160 2040 -0.069900
160 2262 0.896800
161 105 -1.028100
161 1023 1.078400
161 2073 -1.457900
161 2599 -1.419200
162 569 0.947200
162 1589 -0.718900
162 2040 -0.238000
163 440 -0.160000
163 1228 -1.828000
163 1235 1.999500
164 276 -0.205800
164 2199 1.571700
165 144 0.755600
165 162 1.353500
165 741 0.090300
166 245 1.190200
166 1023 -0.784200
166 2769 0.822100
167 865 -1.262200
167 2094 -1.673700
168 606 -1.021400
168 906 -0.802800
168 1445 0.114600
168 1936 0.877900
168 2179 -0.303000
168 2809 1.595000
170 612 -1.643000
170 1395 -0.297300
171 224 0.287300
171 780 -1.028700
171 1245 0.618900
171 2848 -0.840800
172 318 -0.000200
172 1586 -1.283000
172 1769 -0.281200
172 1924 0.716000
173 615 -0.445400
173 850 1.221900
173 852 -1.185900
173 1084 0.764000
173 2436 0.647400
173 2512 -1.556100
174 418 0.879300
174 1418 0.477600
174 1825 -2.605700
175 873 1.643500
175 1615 -0.417600
175 2365 1.620500
175 2796 0.742000
176 142 0.820200
176 498 -0.365000
176 903 -1.468500
176 2080 -3.080100
177 911 -0.579500
177 2944 -0.546400
178 1934 -0.244600
178 2411 0.333900
179 339 -1.440800
179 1261 1.361900
179 1752 -0.246100
179 2018 1.235400
179 2380 -2.152000
180 209 -3.438700
180 2386 -0.673400
180 2866 -0.343500
180 2938 -0.368100
181 1537 0.866500
181 2447 0.111800
182 173 -0.264500
182 1141 -0.380400
182 2774 -1.184800
183 2997 1.844200
184 692 -0.767700
184 2955 0.614800
185 1308 -1.009400
185 1406 -0.794300
185 1617 -1.492000
185 1814 1.426000
186 276 -0.576300
186 887 0.802200
186 913 -1.944000
186 1743 -1.462300
186 2309 -0.681100
186 2379 0.326400
188 57 0.517500
188 537 2.843600
188 1901 -0.956800
188 2519 -0.700300
189 285 0.138000
189 1312 0.676000
190 1644 0.939600
190 2669 -0.663700
191 2245 -1.187400
191 2577 -1.321900
192 569 0.231600
192 2977 -1.328100
193 924 -0.283700
194 593 0.106800
194 1963 0.526000
194 2185 -1.254600
195 43 -0.859100
195 1929 1.416200
196 712 -0.475700
196 1820 -0.691600
197 626 1.348100
197 2373 1.114500
198 541 1.577000
198 1945 0.176300
198 2438 -0.120400
198 2807 0.221500
199 2332 1.059200
199 2546 -1.261300
200 816 -1.121000
200 900 0.791300
200 922 -1.006500
200 943 1.076700
200 1124 1.088400
200 2651 1.247300
201 1670 0.119400
202 619 -0.472200
202 1952 0.214500
202 2688 -0.153300
203 298 -1.291700
203 1364 -0.240600
203 1466 0.545700
203 1768 1.805300
203 1788 -2.181100
203 2326 0.441500
204 866 0.827500
204 1804 0.269200
204 2260 1.125200
204 2999 1.391100
205 160 -0.413900
205 1113 -0.528500
205 2296 0.794700
205 2341 -0.013600
206 655 -0.395900
206 2206 0.412400
206 2451 0.351600
207 1567 -0.122600
207 2664 -0.164900
207 2916 0.508500
209 399 0.140300
209 1298 0.215000
209 1465 -0.799800
211 1699 -1.333800
211 1981 -0.525500
211 2943 0.120300
212 2898 0.406700
212 2924 1.040600
212 2949 -0.322300
213 339 1.340500
213 1362 0.186900
213 1627 -1.882200
214 408 -2.020000
214 2605 -0.840800
214 2761 -1.176300
214 2806 -0.733700
215 526 1.233800
215 584 0.021300
215 877 1.775200
215 1014 0.715200
215 1227 0.625700
216 1440 -2.277300
217 779 -0.118500
217 920 0.297800
217 1688 -0.060600
217 2430 -0.705900
219 1277 -1.318600
219 2197 1.285100
220 80 1.004600
220 439 0.783500
220 787 -0.122700
220 903 0.789000
220 1196 -1.159100
220 1543 -0.148100
221 1541 -2.089100
221 2220 0.841600
221 2225 -0.986200
221 2611 0.395000
222 303 -2.082700
222 1001 -0.749300
223 847 0.272200
223 1739 -1.040400
223 2722 -0.967500
223 2809 1.108900
224 2639 0.228200
225 154 -0.150100
225 1409 1.089200
226 2893 1.243300
227 786 0.904000
227 2516 0.367300
228 114 0.824400
228 361 -0.335200
228 1517 -0.302600
228 2074 -0.622300
229 660 -0.157200
229 1496 1.055600
229 1621 -0.777900
229 2502 0.936200
230 1388 1.546000
231 206 -0.335200
231 835 -0.951300
231 1225 -0.116600
232 1972 0.043000
232 2349 2.711600
233 836 -0.252000
233 1089 0.619200
233 1465 1.155700
233 2680 1.037900
234 1551 0.506500
234 1829 -1.989300
234 2456 -0.702300
235 5 -0.630200
235 1080 2.364400
235 1281 0.734900
235 2123 0.578600
236 71 -2.189900
236 1534 -0.636800
236 1682 0.036500
236 1875 -0.030000
236 2489 0.170400
237 615 1.833800
237 958 1.577300
237 1144 -1.096300
237 2844 0.252500
238 265 -0.869600
238 922 -0.052800
238 1939 -2.153400
238 2777 0.861800
239 1675 -1.143400
239 2024 -1.097000
239 2552 -0.578700
239 2752 1.081900
240 599 -1.534400
241 36 0.757800
241 335 1.405800
241 980 0.670500
241 1517 -1.017200
241 1740 1.286500
242 250 -1.367800
242 268 -1.196100
243 742 0.796800
243 1354 0.434900
243 2416 -0.580600
243 2674 -0.546400
244 956 -0.684700
244 1241 0.418400
244 1545 -0.666300
245 303 1.293800
245 568 0.193200
245 2099 -0.265800
246 966 0.009300
246 1404 1.235600
246 1952 1.156100
246 2659 -0.676000
247 373 2.022600
247 408 0.038700
247 2526 0.188800
248 150 0.179600
248 334 -1.565600
248 1478 0.893500
248 1719 -2.849000
248 2652 1.293600
248 2699 0.692000
249 789 0.908400
249 1441 0.247700
249 1828 0.671000
249 2099 -1.312000
249 2643 0.114600
250 805 2.256400
250 828 0.904500
250 903 -1.977900
250 1698 0.932600
250 2206 1.242400
251 31 -0.489600
251 570 -0.079100
251 1345 -0.240800
251 1575 1.412000
251 1640 0.283100
251 2589 -0.639000
252 452 -1.820200
252 1518 -1.182600
252 1708 0.610800
253 316 -0.580100
254 1542 0.137000
255 355 0.760000
255 1198 -0.252300
256 550 0.255300
256 1383 0.521300
257 1535 -1.061400
257 1568 -1.515100
257 2696 1.539000
258 1176 0.644000
258 1244 -1.609700
258 2048 1.247200
258 2707 -0.380800
259 2883 1.568800
261 1318 -0.993900
261 2892 -1.352800
262 2197 -1.577100
262 2301 0.747900
262 2687 0.038200
262 2721 0.440200
263 217 1.530000
263 970 1.064600
264 87 0.458300
264 99 -1.735800
264 845 1.442900
265 2287 0.383600
265 2309 1.196900
265 2516 -0.744900
266 2901 2.191800
268 393 0.093700
268 1570 0.674400
268 2269 0.267500
269 483 -3.121000
269 485 -0.534900
269 532 -0.692600
269 1331 -2.866400
269 1989 -0.967000
270 1715 0.171900
270 1718 -0.381300
270 2053 -0.489400
270 2302 -0.191500
270 2760 -0.084600
271 560 -1.135600
271 682 -1.456900
271 734 0.788200
272 359 0.157400
272 789 1.035200
272 1648 0.175000
272 1770 -0.098900
272 2574 -0.152100
273 1360 1.431000
273 1458 0.914100
273 1792 1.203400
273 2048 0.456900
273 2270 -0.888800
273 2286 -0.912000
274 400 -0.154700
274 653 0.535900
275 27 -0.234200
275 2830 0.509200
277 518 -0.197200
277 747 0.251000
277 1627 -0.364500
277 2481 0.156600
278 518 1.077700
278 2078 -1.550400
279 581 0.303700
279 1845 0.945100
279 2206 0.122700
279 2782 -1.265100
280 495 -1.789100
280 623 -0.229000
280 763 -0.442200
281 904 -0.711000
282 591 -0.171600
284 245 -0.852900
284 300 0.709100
284 541 1.423000
284 629 0.642400
284 1710 -0.497900
284 2083 -0.087500
285 1735 0.513200
286 1031 0.140200
286 1611 -2.683000
287 233 0.342600
287 1427 0.181300
289 854 1.176200
289 2386 -1.669000
289 2785 -0.650000
290 522 -1.949500
290 2118 0.796800
291 609 -1.186700
291 2664 1.918000
292 1268 -0.299100
292 2351 -0.235100
292 2505 0.543200
293 384 2.020300
293 840 -0.910800
293 842 -0.721200
293 2153 0.092600
293 2550 -0.568400
294 1576 -1.671400
294 2322 1.073200
294 2609 -0.304200
294 2805 -0.530200
295 993 -0.367500
296 411 -0.114500
296 451 -0.955000
296 1124 -1.403800
296 2028 2.068200
297 2025 0.606200
297 2143 0.159000
297 2197 1.044800
298 120 -0.339400
298 1709 -0.315900
298 2691 -0.260300
298 2692 0.585600
298 2985 -0.374300
299 2548 -0.449400
300 2150 0.689900
300 2415 0.705700
301 648 0.312000
301 1050 -0.763200
301 1678 -0.070000
301 1926 -1.024800
302 551 -0.441600
302 1197 -0.538000
302 1309 2.425500
302 1485 0.606800
302 1698 0.624100
302 2143 1.129400
302 2390 -0.139800
302 2633 -0.186100
303 300 -1.855400
303 2816 0.795500
304 764 1.143100
304 2752 -0.026300
304 2779 -2.441600
304 2783 1.376800
305 883 2.274700
305 2390 0.425900
306 288 -0.053600
306 388 0.110000
306 1188 -0.754900
306 2568 0.769600
307 1261 1.634600
308 2388 0.649800
310 134 0.259500
310 2946 0.269800
311 1789 -1.075900
313 442 -1.069900
313 2554 -0.424200
314 266 0.908200
314 1985 -0.060300
315 879 -0.864700
315 1360 -0.493300
316 958 -0.326200
316 1627 -0.515000
317 108 -2.347200
317 290 0.304700
317 465 1.998000
317 721 0.514500
318 159 1.865000
318 1843 1.488100
318 2005 -1.136600
318 2189 -1.353300
319 805 -0.480600
319 1346 0.012900
319 1887 1.138600
320 1794 -0.981300
320 2263 0.198100
320 2793 -0.210100
321 972 0.517200
321 1986 -0.145500
322 618 -0.801000
322 707 -0.156800
322 941 0.643800
322 1692 -2.412000
322 2202 -0.637900
323 503 -0.378600
323 621 0.741200
323 1441 -1.077900
323 1578 -1.274700
323 1602 1.023700
323 1779 0.415200
323 1992 -0.047800
323 2484 1.607900
324 1599 -0.721900
324 2612 -0.566000
325 324 -0.434300
326 109 -0.953400
327 831 0.597900
327 1561 0.676200
327 1744 1.294300
327 2463 0.747800
328 1735 -1.689700
328 2385 -0.494100
328 2928 0.948000
329 435 -0.386200
329 1322 -0.684100
329 1486 -0.790200
330 2857 1.040700
331 630 0.309800
331 1981 -0.469800
331 2235 1.643000
331 2242 -0.394400
331 2613 -0.547900
332 415 0.574100
332 834 -0.424300
332 1004 0.536000
332 1097 -1.184000
332 1135 -0.665600
332 1357 -0.745500
332 2580 0.300000
333 261 0.319400
335 102 -0.509000
335 630 -0.288300
335 852 -0.335800
335 1542 0.140000
335 1848 -0.216300
335 1887 1.616400
335 1967 0.002100
335 2580 1.320100
336 1607 -2.451500
337 90 -0.914500
337 600 0.906900
337 1662 -0.132100
337 1674 -1.365700
337 2071 -0.812900
337 2704 -0.758000
338 344 -1.412300
338 848 -0.249700
338 1105 -0.410100
338 1541 0.463300
338 1744 -0.271700
339 375 -0.411600
339 776 -0.989900
339 1089 0.893500
340 490 -0.096900
340 1558 0.905500
340 2377 -0.155400
340 2398 0.411900
341 1023 0.559700
342 17 -0.522100
342 56 1.333300
342 794 0.157900
342 955 1.289400
342 1907 2.109900
343 116 -0.399300
343 486 -1.001500
344 43 0.034100
344 2406 -0.198000
344 2928 0.205200
345 1636 1.760100
347 2437 -1.469200
348 187 1.117200
348 342 0.201000
348 1766 0.467600
349 432 0.682800
349 1006 1.670100
349 1216 0.441500
349 2286 -1.410800
350 562 -1.514100
350 2963 -0.980900
351 451 -0.579500
352 1141 0.952400
352 1457 0.908200
352 1828 0.820500
353 236 0.069700
353 1876 0.611500
353 2977 -1.653800
354 523 -0.050700
354 1355 -1.944900
354 1374 -1.774400
354 1897 -0.277000
354 2289 -0.228700
355 2021 -0.575900
355 2326 0.643700
356 162 -0.782300
357 321 -0.747400
357 1422 -0.784800
358 516 -1.564700
358 999 0.257000
358 1764 1.273500
359 295 -0.359400
359 491 0.845300
359 1357 1.663300
359 1532 -2.163500
359 2327 0.492600
359 2610 0.795600
360 1376 0.157000
360 1436 0.411400
360 1524 1.404900
360 1585 0.879300
360 2340 0.576400
361 1051 -1.327900
361 1106 0.562100
361 1159 0.838900
361 1439 1.039500
361 2005 -1.109700
363 857 -0.842000
363 1737 -0.499600
363 1882 -2.214300
363 2959 1.072300
364 929 0.029300
364 1544 -0.279400
364 1607 -0.321000
364 1643 0.480600
364 2128 0.744800
365 811 -1.687500
365 1598 0.820400
366 1260 -0.413500
368 749 -0.915200
368 1977 -0.321200
368 2058 -0.769400
369 569 -1.395600
369 1359 0.911600
369 2517 0.036700
370 1752 -2.415100
370 2048 0.306400
370 2682 0.545800
370 2846 1.874500
371 1016 -2.725100
371 2607 0.126100
372 1889 2.454400
373 1111 -1.338400
373 1114 0.311500
373 1353 0.729300
373 2028 1.001400
373 2303 1.531400
373 2731 -1.576400
374 621 -0.475800
374 1864 0.671600
375 1151 -1.069000
375 2218 1.624600
376 214 0.253600
376 910 -0.639800
376 2114 -0.770300
377 1088 -0.413100
377 1300 -0.579700
378 316 0.741400
378 949 -1.205100
378 1884 0.117700
378 2702 0.896800
379 404 1.564900
379 1055 0.532800
379 1182 -0.342600
379 1417 -0.123100
379 2346 -0.077800
380 1296 -0.337800
380 1942 -0.591200
380 2214 0.369100
380 2484 -0.790400
381 749 1.764500
381 2391 -0.213900
382 1277 -0.357500
382 2689 0.148100
383 1152 -0.342200
383 2391 0.582400
383 2631 -0.776300
384 122 1.061900
384 1106 -0.764700
384 1384 0.435500
384 2045 0.111000
384 2422 0.593600
385 176 -0.628400
385 578 -0.281500
385 881 0.174100
385 902 0.459800
385 2086 -0.924400
386 1266 0.560400
386 1326 -1.367600
386 2218 1.593900
386 2519 0.961800
386 2765 1.778000
387 2549 -0.165500
388 496 0.900200
388 2905 0.417200
389 2363 -1.454700
389 2446 1.314600
390 383 -1.445600
390 1616 -0.720000
390 2736 0.447000
390 2789 0.711300
391 632 0.332400
391 2223 0.749800
391 2512 0.866900
391 2632 -2.938000
392 1117 0.663100
393 524 -1.209500
393 2088 0.495600
393 2492 -0.627400
393 2734 1.068700
394 557 1.527200
394 747 0.412200
394 1839 1.193800
394 2394 0.306600
394 2678 1.138500
396 2104 -0.177300
397 2538 0.698200
398 1211 -0.392300
398 2762 -1.058400
399 294 -0.113500
399 732 0.963100
399 2059 2.462900
400 146 -1.478100
400 580 0.872100
400 1226 0.584000
400 1268 -0.885500
400 2566 1.130000
401 346 0.554900
401 1516 -0.822000
401 1850 0.367200
401 1963 0.358300
402 533 -0.064400
402 1580 1.162500
403 2132 0.387900
403 2888 -0.699900
405 46 1.364000
405 1724 -0.012000
406 71 -0.503500
406 311 -0.030800
406 730 -1.539000
406 1252 0.543400
407 2058 0.984900
408 459 -0.598400
408 1529 0.512000
408 1589 0.667400
408 1918 1.132100
409 1837 -0.963500
409 2656 0.281300
410 1683 0.601200
410 1866 0.795500
411 2213 1.874100
412 64 -0.263400
412 1226 0.819000
412 2945 -0.774900
413 266 0.373400
413 401 -1.188100
413 2734 0.774500
413 2748 1.165700
414 372 0.917600
414 982 -0.130400
414 1144 -0.474900
414 1891 0.671700
415 164 -1.101700
415 1505 -0.388800
415 2864 -0.391600
416 863 -0.678800
416 1399 1.335200
417 1886 -1.008500
418 116 -1.616400
418 2849 -1.212600
419 1917 -0.899700
419 1977 2.409300
419 2895 -0.357000
420 232 1.100300
420 2747 -1.032300
422 1561 -0.446300
422 2507 -0.347000
423 168 -0.678400
423 1264 -1.672800
424 257 0.921200
424 2580 0.293300
425 312 0.197100
426 1560 1.369900
426 2427 -0.992300
428 392 -0.912300
428 437 -0.543100
428 2947 -1.400700
429 606 -0.347000
429 2342 -0.010900
430 432 -0.693400
430 1977 1.491900
430 2503 -0.671400
430 2859 0.471600
432 85 1.388600
432 447 0.650400
432 969 1.997600
432 2210 0.305500
432 2884 1.211300
433 112 0.252800
433 647 -0.384300
433 2350 0.547900
433 2617 0.696800
433 2989 -0.947100
434 1432 -0.329500
434 2693 3.476700
435 2867 0.453500
435 2907 1.135000
436 92 1.341700
436 501 0.637500
436 505 0.495000
437 1813 -1.721000
437 2291 -0.249500
437 2748 0.729900
438 714 -0.379200
438 1055 1.451700
438 1730 -0.518300
438 2987 -0.095100
438 2992 -0.104700
439 946 -0.504900
439 1528 -0.427900
439 1603 1.168700
439 2203 -0.978000
439 2925 -0.497200
440 191 1.011200
440 788 -0.384900
440 2858 0.610000
441 1759 -0.876400
441 2155 0.734700
441 2244 0.668600
443 225 -0.819100
443 530 -0.859200
444 307 0.133700
444 470 0.596300
444 1126 -1.482400
445 53 0.819500
445 449 -0.927100
445 935 -0.814700
445 2640 -1.860800
446 1771 -0.033800
447 1124 -0.833300
447 2521 -0.555400
447 2522 -0.065400
448 1371 -0.302500
448 1407 -0.594900
449 803 -0.069300
449 1536 0.813900
449 1645 -0.770100
449 2363 0.893400
450 655 1.255300
450 1255 -0.796900
450 1938 1.134900
451 2441 0.350500
452 595 -1.167200
452 2034 0.419300
452 2042 0.970100
452 2625 -0.178600
453 354 0.284000
453 732 -1.294000
453 2739 0.781600
454 678 -0.420700
454 2790 0.935200
455 48 0.290600
455 697 0.629900
455 1249 1.247100
455 1615 -1.601400
455 2283 -0.324500
456 259 1.276700
456 435 -1.134400
456 907 1.021000
456 1044 0.101600
456 1867 -0.058900
457 1030 0.665500
457 1613 0.209000
457 1780 -0.495000
458 722 -0.027100
458 2083 -0.287300
459 218 -1.265000
459 291 0.336000
459 1543 1.230500
459 1918 2.181400
460 274 -0.672500
460 2695 0.072900
461 432 -2.089800
461 705 -0.151000
462 254 2.792200
462 1292 -0.313900
462 1402 -0.205500
463 485 0.255300
464 863 -0.465900
464 1446 -1.731200
464 1931 0.804000
464 2086 0.619800
465 88 -0.047900
465 610 -0.197700
465 1080 1.719300
465 1317 0.664100
465 1498 0.504200
465 2648 0.498700
465 2984 -0.089900
466 64 -0.096000
466 322 -0.364900
466 338 -0.008300
467 353 -0.191400
467 932 0.234500
467 2258 -1.585400
468 668 -0.229700
468 1375 1.056700
469 6 -1.169900
469 1674 -0.996700
470 604 1.258900
470 1560 0.924700
471 572 -0.866400
472 139 0.122500
472 468 0.224900
472 573 -1.813000
472 1386 -1.129900
472 2074 -0.587900
473 461 0.438800
473 2037 0.785800
473 2132 0.371000
473 2656 0.139400
474 312 0.148400
