5000 9500
491 1410 0.683600
491 4654 0.154400
492 2806 0.974300
492 6455 0.502700
493 2859 0.891400
493 5982 0.726500
493 6355 0.497200
495 2260 0.607200
495 2326 0.349300
495 7115 0.526200
501 1270 0.796900
503 2505 0.273700
503 7306 0.292700
505 8486 0.348200
507 8586 0.876000
508 2815 0.093300
508 7363 0.206700
512 141 0.302800
513 8339 0.351500
518 88 0.726700
518 1454 0.886300
520 2905 0.051900
521 1107 0.078600
521 1597 0.014500
522 5862 0.193300
524 2847 0.026300
524 7381 0.468800
524 8802 0.243400
525 5943 0.919900
525 6128 0.715800
526 5558 0.488600
527 1794 0.078100
528 4418 0.530100
528 5142 0.666100
528 8568 0.607700
529 7550 0.419600
531 8149 0.110800
533 1803 0.816600
533 4836 0.249300
534 8971 0.509200
535 4305 0.804100
538 822 0.509800
538 7310 0.302700
539 6582 0.861900
539 6664 0.057400
540 1110 0.730800
540 9231 0.900900
542 5568 0.464000
544 8141 0.469400
545 7840 0.153800
546 7510 0.961800
546 8054 0.876300
548 1787 0.488600
548 5518 0.407100
548 7126 0.126600
548 7487 0.925400
549 3150 0.005600
550 2442 0.186400
550 7600 0.324100
550 8481 0.050200
551 4535 0.144500
552 43 0.729400
554 5571 0.482300
554 7983 0.338100
555 1117 0.236800
555 2035 0.450900
556 409 0.185500
556 667 0.324300
558 7090 0.264000
559 5238 0.830100
561 8212 0.696400
562 868 0.333500
562 6247 0.580200
563 4085 0.287800
563 6786 0.264000
566 6432 0.259900
567 7109 0.677100
568 3367 0.519800
569 3597 0.076800
569 5256 0.055800
569 6724 0.258700
570 5486 0.439900
573 6753 0.284300
576 5655 0.678800
577 8918 0.949600
578 1375 0.774000
580 9061 0.636100
581 2254 0.753600
585 4918 0.746800
585 5398 0.586000
587 805 0.773100
587 2902 0.392500
587 7600 0.605300
587 8531 0.247400
590 325 0.290200
590 5251 0.019300
591 7184 0.347300
594 1519 0.141800
594 3739 0.411500
594 6021 0.153100
596 2817 0.829000
596 3184 0.739200
596 6262 0.098900
598 4103 0.820600
600 78 0.227100
600 4944 0.106900
600 6668 0.662800
601 7125 0.954600
601 9304 0.814600
602 2186 0.623300
603 5379 0.328300
604 1709 0.277400
604 8578 0.434400
605 730 0.350300
606 2041 0.877800
608 8545 0.006200
610 3994 0.696400
610 5554 0.338100
613 7791 0.305000
614 4287 0.648100
615 820 0.921100
615 4263 0.893100
616 2383 0.997200
616 3798 0.072900
616 5959 0.129600
617 7403 0.981600
618 3249 0.090200
618 8986 0.686200
619 296 0.929000
619 3035 0.141800
620 3208 0.884400
620 6256 0.019800
623 3417 0.342700
624 884 0.238300
625 5203 0.984600
626 176 0.846600
626 5993 0.794500
627 5221 0.900300
627 9115 0.780100
628 3612 0.836500
630 4926 0.321100
632 3309 0.742700
634 1423 0.664500
635 5468 0.289200
635 5639 0.337400
636 6237 0.908600
637 4037 0.032300
637 8919 0.696400
639 901 0.208800
640 5154 0.824100
641 3303 0.218200
647 2613 0.099600
647 8310 0.619500
648 6319 0.103800
649 9210 0.799100
650 2765 0.902900
654 7261 0.312500
654 7784 0.281600
655 350 0.006800
656 555 0.495900
656 1206 0.988500
659 1502 0.737900
659 5114 0.310700
659 8384 0.600400
660 293 0.781700
660 576 0.111500
660 2708 0.579300
661 2079 0.870400
663 7153 0.689800
665 6663 0.243000
666 5976 0.342700
667 525 0.545400
667 634 0.067600
667 5871 0.410400
668 6409 0.237500
668 7067 0.489000
669 1649 0.806100
669 7657 0.377800
670 3413 0.518000
671 4619 0.094600
671 8205 0.909100
674 1093 0.207600
677 701 0.382100
677 3764 0.660300
680 2408 0.758400
680 3785 0.173100
681 1652 0.517400
682 7279 0.995300
683 8172 0.707600
686 8956 0.080600
687 2233 0.043300
688 2385 0.491200
689 3315 0.446600
690 7703 0.486800
691 808 0.165900
693 2414 0.360700
693 2856 0.880700
693 5299 0.744400
693 5967 0.416800
693 9448 0.907400
694 5437 0.094300
694 6314 0.181300
698 2978 0.946600
698 3676 0.100800
701 7164 0.388000
702 5920 0.289200
704 5275 0.073100
705 5879 0.194600
705 6424 0.417500
706 9159 0.292900
708 9133 0.702100
709 4072 0.239700
710 709 0.959500
710 6689 0.305500
710 9056 0.154900
711 3261 0.555500
712 2341 0.790500
712 3702 0.443900
713 478 0.995800
713 498 0.436600
714 9292 0.304400
715 348 0.246500
718 8491 0.960800
719 2953 0.222900
719 7317 0.395600
722 7546 0.224500
724 4172 0.270000
727 5083 0.418400
727 6205 0.997700
728 7322 0.911000
729 6685 0.550400
732 2882 0.596300
732 9440 0.079100
737 7615 0.576600
738 2181 0.898200
738 4845 0.463300
739 555 0.398400
739 4785 0.104500
739 8408 0.652200
739 8481 0.991700
742 7482 0.678100
743 7024 0.428500
744 4956 0.654800
745 5418 0.588700
746 7147 0.745100
747 278 0.640900
748 1207 0.503700
748 7703 0.938000
749 184 0.605300
749 3586 0.638900
750 253 0.702700
750 378 0.860900
756 4141 0.379700
756 5194 0.712100
759 1054 0.523500
759 3807 0.363500
759 5503 0.434700
759 6782 0.687600
761 950 0.226900
761 1356 0.979000
761 2583 0.975700
761 6100 0.289500
761 9470 0.338400
762 1904 0.996400
762 5339 0.789000
763 4361 0.794900
764 42 0.632400
764 1497 0.811500
764 1712 0.448100
764 7166 0.830600
765 2121 0.126700
767 4678 0.513300
767 7133 0.715900
768 6281 0.248100
770 9098 0.531900
771 5854 0.382200
773 4369 0.801800
774 8014 0.670900
775 3509 0.982900
776 6226 0.936800
777 6833 0.576300
778 8882 0.080200
782 709 0.413800
782 3485 0.180800
782 6807 0.995600
783 2851 0.520400
784 4817 0.885300
785 3409 0.648300
788 1191 0.466300
788 7452 0.095300
791 9172 0.967800
792 6490 0.620100
794 1148 0.156000
794 7524 0.398400
795 7096 0.882500
799 5321 0.539000
805 353 0.543700
805 7965 0.442500
807 12 0.183700
807 2290 0.249200
810 1853 0.285100
811 4493 0.529500
812 4863 0.559800
813 3717 0.415100
813 5048 0.905700
814 3300 0.305100
814 4155 0.649800
817 96 0.288800
817 260 0.255300
817 7503 0.358200
819 3125 0.805900
824 2217 0.538900
826 971 0.590100
826 5790 0.231100
826 6553 0.101900
826 7280 0.644600
828 2813 0.980100
830 4715 0.101700
831 1328 0.187900
831 4324 0.009400
831 4426 0.838300
832 3369 0.481300
833 4430 0.468500
834 1446 0.908500
834 2535 0.417100
834 5767 0.544100
835 2094 0.699000
836 5469 0.079100
837 2805 0.509400
839 46 0.486900
839 9030 0.855900
841 4378 0.614400
843 4081 0.117400
844 7725 0.606900
844 7774 0.164200
845 8507 0.399000
846 669 0.532400
846 5988 0.875200
846 8391 0.659000
847 5980 0.787600
848 1523 0.126000
848 7192 0.525000
849 244 0.899500
852 2802 0.109100
853 682 0.634600
853 1029 0.080800
854 4973 0.411200
855 7540 0.712600
855 7681 0.100400
855 8483 0.809900
856 3722 0.637800
857 5419 0.898100
863 141 0.621800
866 4678 0.414600
867 8140 0.647600
869 2143 0.489300
869 2527 0.093800
870 1781 0.637300
870 7346 0.950300
874 7033 0.476400
875 4206 0.602800
876 7558 0.591500
877 7096 0.225300
878 8289 0.668400
879 2103 0.156600
879 2155 0.774300
882 2204 0.213100
883 8621 0.169100
884 1533 0.725800
885 3075 0.256200
885 5901 0.162800
888 3541 0.625800
888 4445 0.250700
890 1218 0.263000
890 4898 0.843900
893 8041 0.397400
893 9322 0.104600
894 777 0.193900
894 1748 0.363100
894 1947 0.874500
894 3739 0.599800
894 9183 0.258100
895 8724 0.358400
896 3094 0.887500
896 3825 0.900500
896 7283 0.448000
896 7953 0.268900
899 378 0.553800
902 5011 0.178800
902 8770 0.859700
903 1176 0.232000
903 3103 0.168100
906 6030 0.026700
908 1193 0.322400
909 2881 0.555200
909 3472 0.824500
909 6313 0.804200
910 6312 0.024400
911 8367 0.371500
911 9044 0.491900
914 1735 0.466100
917 2371 0.041700
917 3368 0.617000
918 5985 0.578000
919 1966 0.298800
919 4251 0.435700
920 3286 0.136600
920 8073 0.299700
922 4039 0.761400
922 8684 0.035300
924 4645 0.269500
928 4396 0.996300
932 4373 0.446900
933 286 0.152800
933 2925 0.886200
934 8740 0.031400
935 742 0.116000
936 8345 0.250900
937 3655 0.759700
938 5235 0.898300
940 8456 0.223400
941 5941 0.673300
941 6423 0.818800
943 4138 0.948900
943 5669 0.874300
944 2276 0.393700
945 5498 0.937000
945 5770 0.436900
945 8874 0.162500
946 2478 0.309800
947 2981 0.681100
948 5960 0.934100
950 4714 0.947400
952 9217 0.599100
953 1980 0.948900
954 173 0.404000
954 729 0.041000
954 1369 0.293800
954 1558 0.031900
958 1270 0.864500
960 8595 0.432500
962 8188 0.092800
962 8347 0.137800
965 1229 0.242000
966 2553 0.223000
966 2589 0.867700
966 4641 0.764200
966 5149 0.344700
967 899 0.384800
968 3592 0.594900
968 8509 0.535100
973 1105 0.333600
974 4335 0.854700
975 7898 0.265600
977 561 0.933900
978 47 0.389800
978 5179 0.683100
981 3460 0.275000
981 6248 0.028000
981 6762 0.940600
982 5666 0.534000
983 3619 0.671200
985 2688 0.607500
986 316 0.750900
989 6284 0.981300
989 6990 0.727700
989 9440 0.857300
990 1991 0.991800
990 2774 0.759500
991 3786 0.146000
992 6328 0.326300
993 4822 0.028800
994 7344 0.694600
995 1136 0.958800
995 3405 0.729000
999 849 0.736800
999 2241 0.174600
999 9450 0.355400
1010 8188 0.574600
1012 4611 0.459900
1013 1213 0.833700
1013 2402 0.815400
1016 3141 0.324000
1017 3363 0.461700
1017 5774 0.674000
1018 1263 0.595200
1018 3141 0.134400
1018 3817 0.019500
1018 9388 0.125100
1019 6591 0.223300
1021 6301 0.449100
1022 3199 0.534500
1025 4312 0.990400
1027 6199 0.717300
1028 8357 0.980100
1028 8670 0.053700
1029 3854 0.636900
1030 6144 0.960400
1030 7192 0.269900
1032 8680 0.949400
1033 8260 0.902200
1035 2855 0.194600
1035 4008 0.734000
1035 9213 0.174900
1038 384 0.105100
1038 3108 0.314100
1038 8277 0.348800
1039 2958 0.399000
1041 2613 0.283900
1041 5345 0.313900
1042 7401 0.718300
1042 7702 0.944600
1042 7926 0.087800
1044 3487 0.279500
1044 7286 0.596200
1047 1974 0.828400
1049 4843 0.782200
1050 1351 0.557200
1050 5759 0.036300
1060 14 0.669400
1060 873 0.849000
1062 892 0.065500
1062 2357 0.360800
1063 1083 0.258100
1063 4576 0.432600
1065 2575 0.306100
1066 1104 0.966600
1066 7405 0.129900
1066 8797 0.217400
1068 5536 0.893400
1068 6273 0.621700
1068 6882 0.398200
1069 3753 0.356100
1070 27 0.646600
1070 7790 0.733100
1072 284 0.731700
1072 2552 0.958200
1072 4174 0.046000
1073 8799 0.424400
1075 1248 0.009000
1075 1763 0.703800
1078 6141 0.780900
1080 6279 0.564800
1080 8639 0.023300
1081 3178 0.007600
1081 5074 0.989000
1082 5981 0.201600
1083 5132 0.823300
1087 4223 0.361000
1088 1909 0.461300
1088 8372 0.110000
1089 5987 0.781300
1089 6668 0.453400
1089 9340 0.297100
1090 1457 0.358400
1090 6898 0.482400
1093 5197 0.431200
1094 5682 0.698800
1095 3489 0.675100
1095 5111 0.006900
1095 7993 0.079000
1095 8882 0.460600
1096 3274 0.777500
1097 4710 0.816800
1098 1811 0.631400
1098 8631 0.364900
1099 2944 0.887500
1101 2510 0.250900
1103 4939 0.066100
1105 3331 0.727200
1105 8781 0.766800
1106 5787 0.898300
1108 1907 0.766800
1108 2475 0.946900
1108 5567 0.535700
1110 4823 0.959800
1117 2286 0.978200
1118 2513 0.522100
1119 4204 0.845400
1120 8361 0.898000
1120 9258 0.931200
1121 307 0.457600
1125 7865 0.759200
1126 9042 0.938800
1129 6139 0.810700
1130 2243 0.930400
1130 7805 0.447000
1131 6436 0.833900
1132 106 0.987800
1133 904 0.369600
1133 2033 0.170800
1136 1111 0.823200
1136 3336 0.587100
1138 4132 0.961600
1138 5641 0.489100
1138 9343 0.253500
1139 207 0.678200
1139 1369 0.914500
1140 4966 0.617100
1142 7400 0.322500
1143 6582 0.490500
1143 6957 0.407500
1144 1596 0.083900
1144 4959 0.592000
1146 6476 0.879000
1147 1572 0.553300
1148 4884 0.299500
1148 6549 0.897000
1149 7284 0.794300
1151 3194 0.775800
1151 6266 0.599000
1152 9061 0.557200
1153 1965 0.299700
1155 5309 0.547700
1156 753 0.991800
1156 6606 0.483400
1157 6207 0.684800
1158 2518 0.480000
1161 416 0.746500
1164 6633 0.211400
1165 1282 0.248500
1165 8842 0.097800
1166 574 0.708700
1166 1628 0.855700
1167 6208 0.789000
1168 5649 0.742800
1170 6182 0.104500
1171 727 0.520900
1171 3563 0.846600
1173 1372 0.843600
1173 1650 0.377700
1173 8002 0.272100
1174 6329 0.125300
1174 8429 0.691400
1175 297 0.555100
1176 3684 0.008500
1180 66 0.416000
1181 375 0.439100
1181 3190 0.784400
1182 1947 0.830000
1184 8972 0.589600
1184 9008 0.142100
1184 9143 0.593300
1186 5842 0.726200
1186 8834 0.428400
1187 2456 0.210800
1189 5021 0.265400
1195 8943 0.993200
1196 9421 0.480800
1197 1751 0.827800
1199 842 0.603200
1199 961 0.817800
1199 5016 0.955500
1199 6060 0.650400
1202 8384 0.627600
1202 8911 0.646600
1203 1940 0.062100
1204 1267 0.938200
1204 1344 0.898700
1205 3171 0.694900
1206 230 0.310400
1207 5344 0.343500
1208 728 0.076200
1208 9486 0.519800
1209 3343 0.608800
1209 3681 0.727200
1212 4912 0.000100
1212 6963 0.169800
1213 5019 0.463300
1213 9219 0.361900
1214 2337 0.952100
1214 4815 0.932200
1215 7890 0.958100
1216 4051 0.206500
1217 141 0.159700
1217 1459 0.571800
1217 6397 0.592900
1218 4726 0.698600
1218 7797 0.305800
1219 2429 0.393900
1220 2073 0.336900
1220 3093 0.129000
1220 3682 0.086900
1220 9232 0.548900
1222 2878 0.317700
1224 96 0.992700
1225 9109 0.723600
1227 6000 0.572100
1228 9354 0.717200
1230 4388 0.976600
1231 1125 0.427000
1232 1055 0.913000
1233 1303 0.897300
1233 3095 0.835200
1234 3012 0.048000
1235 3251 0.359300
1235 9431 0.295800
1237 7957 0.629100
1243 4408 0.136200
1243 6759 0.374000
1243 8444 0.864800
1244 538 0.250300
1244 722 0.029500
1244 898 0.999400
1244 8851 0.605100
1248 8280 0.244200
1250 760 0.438200
1250 8387 0.735100
1251 7578 0.558000
1251 8617 0.438300
1255 1574 0.603500
1255 5785 0.181000
1256 2580 0.808800
1257 1450 0.819100
1257 7645 0.487200
1259 7457 0.755100
1264 3859 0.404400
1264 9235 0.725700
1265 2727 0.154000
1266 6495 0.509100
1268 5340 0.668000
1268 6244 0.152600
1268 7979 0.062700
1268 9313 0.337100
1270 2819 0.445900
1271 1243 0.757600
1272 6716 0.130500
1273 8624 0.901500
1275 2800 0.220300
1275 4116 0.378600
1276 1132 0.422800
1276 1769 0.972700
1276 3122 0.177000
1277 4677 0.882300
1279 597 0.551300
1280 1582 0.321500
1281 3079 0.899800
1282 6032 0.542100
1282 7194 0.462900
1283 608 0.808000
1284 3170 0.360800
1286 4782 0.971000
1287 8501 0.555500
1288 1582 0.769800
1288 9000 0.680100
1289 4373 0.205200
1290 623 0.834600
1290 5197 0.865500
1290 7018 0.041500
1292 570 0.614200
1292 8514 0.273300
1294 2287 0.746700
1297 4190 0.487900
1299 2711 0.792400
1299 5571 0.524500
1299 5776 0.597500
1299 7214 0.220000
1299 8987 0.364000
1300 4935 0.297200
1301 1444 0.851600
1301 8555 0.973700
1302 8879 0.623600
1303 1495 0.892300
1303 1497 0.980900
1303 9131 0.647000
1304 629 0.798800
1305 2110 0.404900
1309 3646 0.482400
1310 3240 0.063900
1310 8855 0.802900
1311 6160 0.351100
1311 7095 0.849300
1312 648 0.991800
1312 871 0.484300
1312 7335 0.356400
1314 505 0.054400
1314 4820 0.914100
1314 8789 0.705000
1315 4528 0.438100
1318 4845 0.968100
1319 7833 0.723800
1319 8918 0.656800
1323 62 0.514800
1324 966 0.877100
1326 2937 0.060200
1326 6958 0.471500
1326 8017 0.311000
1330 583 0.194700
1331 3592 0.151000
1332 3935 0.901400
1335 5419 0.070700
1338 7242 0.958400
1340 1146 0.699900
1340 1155 0.012000
1340 1525 0.004900
1340 3075 0.853300
1340 4856 0.467300
1342 4632 0.836700
1342 4771 0.220600
1343 3788 0.806000
1345 2752 0.248600
1345 3076 0.998300
1345 5508 0.937900
1345 6504 0.554000
1345 6813 0.912700
1345 7876 0.635500
1349 512 0.780100
1349 956 0.567200
1350 6232 0.191800
1351 4303 0.906200
1351 7506 0.514900
1354 2094 0.999000
1357 5101 0.377300
1357 7585 0.206100
1364 534 0.729900
1366 5614 0.313400
1369 4849 0.117600
1372 361 0.888600
1372 861 0.693100
1374 5867 0.939900
1375 776 0.417200
1375 3396 0.815800
1376 9076 0.804800
1377 8347 0.360400
1380 4254 0.913800
1381 879 0.288300
1384 7812 0.165000
1384 8262 0.455900
1387 5627 0.242800
1388 679 0.001900
1391 6055 0.615300
1391 6739 0.661200
1391 8818 0.660300
1392 8420 0.680500
1393 979 0.850600
1393 1112 0.037300
1394 5018 0.680800
1394 5417 0.571100
1394 7616 0.690200
1395 2562 0.895600
1396 3907 0.266900
1396 4213 0.068600
1399 3750 0.313600
1401 7644 0.789200
1403 1581 0.498300
1403 5898 0.437000
1405 7443 0.168400
1407 654 0.264600
1407 4269 0.683900
1408 9382 0.816600
1409 3733 0.705500
1409 7563 0.576500
1411 2729 0.994100
1413 433 0.461200
1414 337 0.493400
1414 1159 0.274000
1415 8856 0.655100
1416 4869 0.407100
1416 6870 0.300000
1417 6312 0.605400
1417 8197 0.791200
1419 4003 0.970900
1419 4637 0.773400
1421 1109 0.600000
1422 8284 0.449100
1424 5493 0.153500
1424 7146 0.211200
1425 8213 0.700300
1427 7451 0.956200
1429 2206 0.635500
1429 7087 0.891300
1430 5619 0.216300
1432 4172 0.683500
1432 7217 0.315100
1433 5157 0.025400
1434 2602 0.820200
1435 2600 0.432700
1435 8916 0.088700
1436 4409 0.935100
1437 1389 0.390800
1437 7533 0.587900
1438 5689 0.239800
1439 1312 0.653600
1439 6803 0.366500
1440 9007 0.481200
1442 4489 0.401700
1445 2713 0.333800
1445 8690 0.267600
1447 276 0.767800
1448 2257 0.240400
1448 4283 0.961300
1450 5770 0.923600
1450 8426 0.274200
1451 4780 0.223300
1452 1755 0.252100
1452 4773 0.247000
1452 4785 0.239600
1454 1442 0.428300
1454 2772 0.825900
1457 267 0.617200
1457 1286 0.193900
1457 2334 0.808100
1459 5842 0.985600
1459 7205 0.148600
1459 7392 0.853000
1464 2783 0.238600
1466 5612 0.416900
1466 8985 0.322400
1467 3642 0.434000
1469 2641 0.327400
1469 5373 0.099000
1470 5051 0.671200
1470 8702 0.049400
1471 4719 0.201000
1475 7059 0.499100
1477 539 0.275400
1477 7229 0.419600
1477 9186 0.597000
1481 1014 0.049100
